RM#,Location,Lot #,Product Name,Nature of Product,# of boxes,Packages / Box,Units / Package,Units,Total (un),Label grams,Total (g),Total (KG)
110,J2,333,Gas Paradise,Shake,,,,9493,9493,1,9493,9.493
110,J2,304,Blue Chemo,Shake,,,,43484,43484,1,43484.3,43.484
110,J3,282,Cherry Noir,Shake,,,,16025,16025,1,16024.5,16.025
110,J3,400,Gas Paradise,Shake,,,,10677,10677,1,10676.6,10.677
110,J3,291,Banana Daddy,Shake,,,,1307,1307,1,1306.9,1.307
110,J3,208A,Mandarin,Shake,,,,1131,1131,1,1130.8,1.131
111,CELLIER,PR386393,Medellin/Purple Chitral,Shred,,,,5433,5433,1,5433,5.433
111,MIDDLE RACK,386,Purple Chitral,Popcorn/Shake,,,,5297,5297,1,5297,5.297
111,MIDDLE RACK,386,Purple Chitral,RND,,,,30,30,1,29.5,0.03
111,MIDDLE RACK,386,Purple Chitral,Jars 3.5,80,24,1,,1920,3.5,6720,6.72
111,MIDDLE RACK,286,Purple Chitral,Large Flower,,,,15397,15397,1,15396.5,15.397
111,MUR,395H,Chemdawg,Hash 3.0,21,24,1,,504,3,1512,1.512
111,MUR,399,Chemdawg,Pouches 3.5,67,24,1,,1608,3.5,5628,5.628
111,MUR,388,Medellin,Pouches 3.5,13,24,1,,312,3.5,1092,1.092
111,MUR,275PR,Medellin,Prérouler 0.35,36,48,10,,17280,0.35,6048,6.048
111,MUR,SSW23V2,Sweet N Sour,Prérouler 0.6,14,48,4,,2688,0.6,1612.8,1.613
111,MUR/RACK,399,Chemdawg,Pouches 15.0,26,12,1,,312,15,4680,4.68
111,RACK,AF0341,Apple Fritter,Pouches 28.0,11,12,1,,132,28,3696,3.696
111,RACK,269,Blue Chemo,Jars 3.5,4,24,1,,96,3.5,336,0.336
111,RACK,390,Blueberry Kush,RND,,,,3,3,1,2.7,0.003
111,RACK,390,Blueberry Kush,Jars 3.5,8,24,1,,192,3.5,672,0.672
111,RACK,368,Blueberry Kush,Jars 3.5,8,24,1,,192,3.5,672,0.672
111,RACK,NP370,Cherry Noir,Pouches 15.0,6,24,1,,144,15,2160,2.16
111,RACK,1040339-01,Liquid Imagination,Prérouler 0.75,17,48,3,,2448,0.75,1836,1.836
111,RACK,364H,Medellin,Hash 3.0,15,24,1,,360,3,1080,1.08
111,RACK,PR386393,Medellin/Purple Chitral,Prérouler 0.35,,,,3242,3242,0.35,1134.7,1.135
111,RACK,PR386393,Medellin/Purple Chitral,Prérouler 0.35,1,48,10,,480,0.35,168,0.168
111,RACK,331B,Neville Haze,Pouches 3.5,5,24,1,,120,3.5,420,0.42
111,RACK/WALL,390,Blueberry Kush,Large Flower,,,,27248,27248,1,27247.7,27.248
111,RACK/WALL,390,Blueberry Kush,Popcorn/Shake,,,,73,73,1,72.7,0.073
111,TABLETTE,2382620H,Cherry Noir/Mandarin,Hash 1.0,4,24,1,,96,1,96,0.096
166,TABLETTE,352,Purple Chitral,Jars 3.5,1,24,1,,24,3.5,84,0.084
111,TABLETTE/RACK,374,Gas Paradise,Pouches 15.0,11,12,1,,132,15,1980,1.98
111,COMMANDES,399,Chemdawg,Pouches 3.5,146,24,1,,3504,3.5,12264,12.264
111,COMMANDES,399,Chemdawg,Pouches 15.0,58,12,1,,696,15,10440,10.44
111,COMMANDES,1040339-01,Liquid Imagination,Prérouler 0.75,41,48,3,,5904,0.75,4428,4.428
111,COMMANDES,238260H,Cherry Noir/Mandarin,Hash 1.0,10,24,1,,240,1,240,0.24
111,COMMANDES,238260H,Cherry Noir/Mandarin,Hash 2.0,4,24,1,,96,2,192,0.192
111,COMMANDES,248PR,Medellin,Prérouler 0.35,11,48,10,,5280,0.35,1848,1.848
111,COMMANDES,331B,Neville Haze,Pouches 3.5,4,24,1,,96,3.5,336,0.336
111,COMMANDES,334PR,Chemdawg,Prérouler 0.6,10,48,6,,2880,0.6,1728,1.728
111,COMMANDES,368,Blueberry Kush,Jars 3.5,3,24,1,,72,3.5,252,0.252
111,COMMANDES,374,Gas Paradise,Pouches 15.0,14,12,1,,168,15,2520,2.52
111,COMMANDES,269,Blue Chemo,Jars 3.5,3,24,1,,72,3.5,252,0.252
111,COMMANDES,275PR,Medellin,Prérouler 0.35,53,48,10,,25440,0.35,8904,8.904
111,COMMANDES,364H,Medellin,Hash 3.0,11,24,1,,264,3,792,0.792
111,COMMANDES,388,Medellin,Pouches 3.5,37,24,1,,888,3.5,3108,3.108
111,COMMANDES,395H,Chemdawg,Hash 3.0,28,24,1,,672,3,2016,2.016
111,COMMANDES,AF0341,Apple Fritter,Pouches 28.0,9,12,1,,108,28,3024,3.024
111,COMMANDES,NP370,Cherry Noir,Pouches 15.0,22,24,1,,528,15,7920,7.92
111,COMMANDES,386393PR,Medellin/Purple Chitral,Prérouler 0.35,14,48,10,,6720,0.35,2352,2.352
111,COMMANDES,SD0239,Apple Fritter,Pouches 28.0,26,12,1,,312,28,8736,8.736
111,COMMANDES,SSW23V2,Sweet N Sour,Prérouler 0.6,13,48,4,,2496,0.6,1497.6,1.498
115,A1,401,Sage N Sour,Popcorn/Shake,,,,8477,8477,1,8477,8.477
115,A1,275,Medellin,RND|Prérouler 0.35,,,,89,89,0.35,31,0.031
115,A1,275,Medellin,Prérouler 0.35,11,48,10,16090,21370,0.35,7480,7.48
115,A1,185,Mandarin,Prérouler 0.6,4,48,3,,576,0.6,346,0.346
115,A1,208B,Mandarin,Jars 3.5,1,21,1,,21,3.5,74,0.074
115,A1,AF2402,Apple Fritter,Shake,,,,516,516,1,516,0.516
115,A1,AF2402,Apple Fritter,Popcorn/Shake,,,,518,518,1,518,0.518
115,A1,AF2402,Apple Fritter,RND,,,,4121,4121,1,4121,4.121
115,A1,MAC109,Alien Cookies,Large Flower,,,,2179,2179,1,2179,2.179
115,A1,MAC109,Alien Cookies,Popcorn/Shake,,,,166,166,1,166,0.166
115,A1,MAC109,Alien Cookies,RND,,,,5,5,1,5,0.005
115,A1,MAC109,Alien Cookies,Pouches 1.0,24,48,1,,1152,1,1152,1.152
115,A1,364H,Medellin,Hash 3.0,1,1,1,,1,3,3,0.003
115,A1,364H,Medellin,RND|Hash,,,,64,64,1,64,0.064
115,A1,334,Sage N Sour,RND|Prérouler 0.6,,,,297,297,0.6,178,0.178
115,A1,SSW23V2,Sweet N Sour,RND|Prérouler 0.6,,,,279,279,0.6,167,0.167
115,A1,SSW23V2,Sweet N Sour,Shred,,,,2058,2058,1,2058,2.058
115,A2,368,Blueberry Kush,Jars 3.5,4,24,1,,96,3.5,336,0.336
115,A2,368,Blueberry Kush,Popcorn,,,,1922,1922,1,1922,1.922
115,A2,368,Blueberry Kush,Popcorn/Shake,,,,1405,1405,1,1405,1.405
115,A2,368,Blueberry Kush,RND,,,,52,52,1,52,0.052
115,A2,352,Purple Chitral,Jars 3.5,16,24,1,,384,3.5,1344,1.344
115,A2,352,Purple Chitral,Large Flower,,,,20712,20712,1,20712,20.712
115,A2,352,Purple Chitral,Popcorn/Shake,,,,1732,1732,1,1732,1.732
115,A2,352,Purple Chitral,RND,,,,21,21,1,21,0.021
115,A2,399,Sage N Sour,Pouches 3.5,88,24,1,,2112,3.5,7392,7.392
115,A2,399,Sage N Sour,Large Flower,,,,11052,11052,1,11052,11.052
115,A2,399,Sage N Sour,Popcorn/Shake,,,,7737,7737,1,7737,7.737
115,A2,399,Sage N Sour,RND,,,,131,131,1,131,0.131
115,B1,331B,Neville Haze,Large Flower,,,,3094,3094,1,3094,3.094
115,B1,331B,Neville Haze,Popcorn/Shake,,,,2296,2296,1,2296,2.296
115,B1,331B,Neville Haze,RND,,,,43,43,1,43,0.043
115,B1,SD0239,Sundae Driver,Popcorn/Shake,,,,1867,1867,1,1867,1.867
115,B1,SD0239,Sundae Driver,RND,,,,57,57,1,57,0.057
115,B1,388,Medellin,Pouches 3.5,70,24,1,,1680,3.5,5880,5.88
115,B1,AF0341,Apple Fritter,Large Flower,,,,35308,35308,1,35308,35.308
115,B1,AF0341,Apple Fritter,Popcorn/Shake,,,,479,479,1,479,0.479
115,B1,AF0341,Apple Fritter,RND,,,,7,7,1,7,0.007
115,B2,NP370,Cherry Noir,Pouches 15.0,26,24,1,,624,15,9360,9.36
115,B2,ORNA-02,RND,RND|Shred,,,,44616,44616,1,44616,44.616
115,B2,AF0341,Apple Fritter,Pouches 28.0,10,12,1,,120,28,3360,3.36
115,B2,303,Sage N Sour,RND|Prérouler 0.6,,,,237,237,0.6,142,0.142
115,B2,303,Sage N Sour,Shred,,,,577,577,1,577,0.577
115,B2,386,Purple Chitral,Popcorn,,,,1523,1523,1,1523,1.523
115,B2,334,Sage N Sour,RND|Prérouler 0.6,,,,551,551,0.6,331,0.331
115,B2,334,Sage N Sour,Shred,,,,4841,4841,1,4841,4.841
115,B2,SSW23V2,Sweet N Sour,Large Flower,,,,4000,4000,1,4000,4
115,C1,269PR,Blue Chemo,Prérouler 0.35,,,,18334,18334,0.35,6417,6.417
115,C1,274PR,Blue Chemo,Prérouler 0.35,,,,14152,14152,0.35,4953,4.953
115,C1,238260H,Cherry Noir/Mandarin,Hash 1.0,26,24,1,,624,1,624,0.624
115,C1,395H,Sage N Sour,Hash 3.0,62,24,1,,1488,3,4464,4.464
115,C1,269,Blue Chemo,Jars 3.5,11,24,1,,264,3.5,924,0.924
115,C1,269,Blue Chemo,Large Flower,,,,8227,8227,1,8227,8.227
115,C1,269,Blue Chemo,Popcorn/Shake,,,,1311,1311,1,1311,1.311
115,C1,269,Blue Chemo,RND,,,,91,91,1,91,0.091
115,C2,238260H,Cherry Noir/Mandarin,Hash 2.0,10,24,1,,240,2,480,0.48
115,C2,NP342,Cherry Noir,RND|Shred,,,,319,319,1,319,0.319
115,C2,PNL-S03,Platinum Northen Lights,RND|Shred,,,,200,200,1,200,0.2
115,C2,372,Sage N Sour,RND|Hash,,,,17,17,1,17,0.017
115,C2,334PR,Sage N Sour,RND|Prérouler 0.6,,,,24,24,0.6,14,0.014
115,C2,NP370,Cherry Noir,RND|Shred,,,,82,82,1,82,0.082
115,C2,387365H,Sage N Sour,RND|Hash,,,,22,22,1,22,0.022
115,C2,364H,Medellin,RND|Hash,,,,26,26,1,26,0.026
115,C2,238260H,Cherry Noir/Mandarin,RND|Hash,,,,20,20,1,20,0.02
115,C2,PNL-S03,Platinum Northen Lights,Pouches 28.0,1,12,1,,12,28,336,0.336
115,C2,250PR,Blue Chemo,Prérouler 0.35,,,,473,473,0.35,166,0.166
115,C2,250PR,Blue Chemo,RND|Prérouler 0.35,,,,256,256,0.35,90,0.09
115,C2,265PR,Blue Chemo,Prérouler 0.35,,,,26900,26900,0.35,9415,9.415
115,C2,250PR,Blue Chemo,Prérouler 0.35,21,48,3,,3024,0.35,1058,1.058
115,C2,374,Gas Paradise,Large Flower,,,,9209,9209,1,9209,9.209
115,C2,374,Gas Paradise,Popcorn/Shake,,,,5502,5502,1,5502,5.502
115,C2,374,Gas Paradise,RND,,,,56,56,1,56,0.056
115,D1,249,Sage N Sour,Popcorn/Shake,,,,9341,9341,1,9341,9.341
115,D1,249,Sage N Sour,RND,,,,78,78,1,78,0.078
115,D1,245,Sage N Sour,Large Flower,,,,1861,1861,1,1861,1.861
115,D1,245,Sage N Sour,Popcorn/Shake,,,,7306,7306,1,7306,7.306
115,D1,245,Sage N Sour,RND,,,,4,4,1,4,0.004
115,D1,372,Sage N Sour,Popcorn/Shake,,,,13385,13385,1,13385,13.385
115,D1,343,Sage N Sour,Popcorn/Shake,,,,15904,15904,1,15904,15.904
115,D1,395,Sage N Sour,Popcorn/Shake,,,,28266,28266,1,28266,28.266
115,D1,384,Sage N Sour,Popcorn/Shake,,,,22646,22646,1,22646,22.646
115,D1,384,Sage N Sour,RND,,,,129,129,1,129,0.129
115,D1,AF2402,Apple Fritter,Shake,,,,5383,5383,1,5383,5.383
115,D1,AF2402,Apple Fritter,RND,,,,153,153,1,153,0.153
115,D1,387,Sage N Sour,Popcorn/Shake,,,,19230,19230,1,19230,19.23
115,D1,387,Sage N Sour,RND,,,,189,189,1,189,0.189
115,D2,208B,Mandarin,Popcorn/Shake,,,,3076,3076,1,3076,3.076
115,D2,208B,Mandarin,RND,,,,60,60,1,60,0.06
115,D2,208B,Mandarin,Large Flower,,,,9199,9199,1,9199,9.199
115,D2,212,Blue Chemo,Large Flower,,,,2447,2447,1,2447,2.447
115,D2,212,Blue Chemo,Popcorn,,,,1100,1100,1,1100,1.1
115,D2,212,Blue Chemo,Shake,,,,1432,1432,1,1432,1.432
115,D2,212,Blue Chemo,RND,,,,31,31,1,31,0.031
115,D2,233,Mandarin,Popcorn/Shake,,,,5739,5739,1,5739,5.739
115,D2,250,Blue Chemo,Large Flower,,,,5540,5540,1,5540,5.54
115,D2,250,Blue Chemo,RND,,,,118,118,1,118,0.118
115,D2,265,Blue Chemo,Popcorn/Shake,,,,3445,3445,1,3445,3.445
115,D2,265,Blue Chemo,RND,,,,50,50,1,50,0.05
115,D2,331A,Neville Haze,Popcorn/Shake,,,,1894,1894,1,1894,1.894
115,D2,331A,Neville Haze,RND,,,,36,36,1,36,0.036
115,D2,AF2401,Apple Fritter,RND,,,,3007,3007,1,3007,3.007
115,D2,AF2401,Apple Fritter,Popcorn/Shake,,,,3790,3790,1,3790,3.79
115,D2,185,Mandarin,RND|Prérouler 0.6,,,,1328,1328,0.6,797,0.797
115,D2,185,Mandarin,Shred,,,,404,404,1,404,0.404
115,E1,AF2401,Apple Fritter,Popcorn,,,,7758,7758,1,7758,7.758
115,E1,208A,Mandarin,Large Flower,,,,5168,5168,1,5168,5.168
115,E1,208A,Mandarin,Popcorn/Shake,,,,104,104,1,104,0.104
115,E1,MIX2023,RND,RND|Popcorn,,,,21842,21842,1,21842,21.842
115,E1,MIXED,Sage N Sour,RND|Shake,,,,1459,1459,1,1459,1.459
115,E1,289,Gelonade,Pouches 3.5,1,205,1,,205,3.5,718,0.718
115,E1,AC1,Stargazer,Pouches 3.5,1,30,1,,30,3.5,105,0.105
115,E1,159,Cherry Noir,Pouches 15.0,1,1,1,,1,15,15,0.015
115,E1,203,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,E1,160,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,E1,155,Sage N Sour,Pouches 3.5,1,16,1,,16,3.5,56,0.056
115,E1,1002421,Medellin,RND,,,,998,998,1,998,0.998
115,E1,303,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,E1,303,Sage N Sour,RND,,,,159,159,1,159,0.159
115,E1,159185,Cherry Noir/Mandarin,Hash 1.0,1,15,1,,15,1,15,0.015
115,E1,213,Mandarin,RND,,,,238,238,1,238,0.238
115,E1,185,Mandarin,RND,,,,79,79,1,79,0.079
115,E1,306,Medellin,RND,,,,121,121,1,121,0.121
115,E1,245,Sage N Sour,RND,,,,44,44,1,44,0.044
115,E1,372,Sage N Sour,RND,,,,114,114,1,114,0.114
115,E1,343,Sage N Sour,RND,,,,216,216,1,216,0.216
115,E1,204,Blue Chemo,RND,,,,1233,1233,1,1233,1.233
115,E1,248,Medellin,RND,,,,173,173,1,173,0.173
115,E1,247,Sage N Sour,RND,,,,119,119,1,119,0.119
115,E1,270,Medellin,Pouches 7.0,1,1,1,,1,7,7,0.007
115,E1,270,Medellin,RND,,,,46,46,1,46,0.046
115,E1,275,Medellin,RND,,,,150,150,1,150,0.15
115,E1,272,Sage N Sour,RND,,,,240,240,1,240,0.24
115,E1,L202401,Lemonatti,Shake,,,,175,175,1,175,0.175
115,E1,MAC91,Alien Cookies,RND,,,,42,42,1,42,0.042
115,E1,334,Sage N Sour,RND,,,,202,202,1,202,0.202
115,E1,MAC97,Alien Cookies,RND|Large Flower,,,,83,83,1,83,0.083
115,E1,MAC97,Alien Cookies,RND|Popcorn/shake,,,,40,40,1,40,0.04
115,E1,246,Mandarin,Pouches 3.5,1,18,1,,18,3.5,63,0.063
115,E1,208210H,Cherry Noir/Mandarin,Hash 2.0,1,120,1,,120,2,240,0.24
115,E1,277H,Sage N Sour,Hash 3.0,1,72,1,,72,3,216,0.216
115,E1,277H2,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,E1,207,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,E1,237,Sage N Sour,Pouches 15.0,1,1,1,,1,15,15,0.015
115,E1,115181H,Sage N Sour,Hash 3.0,1,26,1,,26,3,78,0.078
115,E1,115181H,Sage N Sour,RND|Hash,,,,31,31,1,31,0.031
115,E1,215217H,Sage N Sour,RND|Hash,,,,536,536,1,536,0.536
115,E1,204,Blue Chemo,Prérouler 0.35,1,25,3,,75,0.35,26,0.026
115,E1,11,Sage N Sour,Prérouler 0.6,1,240,6,,1440,0.6,864,0.864
115,E1,140,Sage N Sour,Prérouler 0.6,1,33,6,,198,0.6,119,0.119
115,E1,125,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.6,29,0.029
115,E1,12,Sage N Sour,Prérouler 0.6,1,62,6,,372,0.6,223,0.223
115,E1,EXLQBXZTWNO5JR,Cherry Noir/Mandarin,RND|Hash,,,,176,176,1,176,0.176
115,E1,EXLOS2ZCA4GYRN,Cherry Noir/Mandarin,RND|Hash,,,,167,167,1,167,0.167
115,E1,12,Sage N Sour,RND|Prérouler 0.6,,,,850,850,0.6,510,0.51
115,E1,249,Sage N Sour,RND|Prérouler 0.6,,,,1009,1009,0.6,605,0.605
115,E1,PR22039,Sage N Sour,RND|Hash,,,,227,227,1,227,0.227
115,E1,259,Sage N Sour,RND|Prérouler 0.6,,,,500,500,0.6,300,0.3
115,E1,151-152,Sage N Sour,RND|Prérouler 0.6,,,,379,379,0.6,227,0.227
115,E1,204,Blue Chemo,RND|Prérouler 0.35,,,,1768,1768,0.35,619,0.619
115,E1,185PR,Mandarin,RND|Prérouler 0.6,,,,148,148,0.6,89,0.089
115,E1,13,Sage N Sour,Prérouler 0.6,1,114,6,,684,0.6,410,0.41
