RM#,Location,Lot #,Product Name,Nature of Product,# of boxes,Packages / Box,Units / Package,Units,Total (un),Label grams,Total (g),Total (KG)
115,E1,13,Sage N Sour,RND|Prérouler 0.6,,,,8,8,0.6,5,0.005
115,E1,122,Sage N Sour,Prérouler 0.6,1,16,3,,48,0.6,29,0.029
115,E1,181,Sage N Sour,Prérouler 0.6,1,13,6,,78,0.6,47,0.047
115,E1,181,Sage N Sour,RND|Prérouler 0.6,,,,105,105,0.6,63,0.063
115,E1,112,Sage N Sour,Prérouler 0.6,1,34,6,,204,0.6,122,0.122
115,E1,112,Sage N Sour,RND|Prérouler 0.6,,,,48,48,0.6,29,0.029
115,E1,180,Sage N Sour,Prérouler 0.6,1,7,6,,42,0.6,25,0.025
115,E1,180,Sage N Sour,RND|Prérouler 0.6,,,,4,4,0.6,2,0.002
115,E1,160,Sage N Sour,Prérouler 0.6,1,51,6,,306,0.6,184,0.184
115,E1,160,Sage N Sour,RND|Prérouler 0.6,,,,57,57,0.6,34,0.034
115,E1,127,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.6,29,0.029
115,E1,127,Sage N Sour,RND|Prérouler 0.6,,,,410,410,0.6,246,0.246
115,E1,178,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.6,29,0.029
115,E1,178,Sage N Sour,RND|Prérouler 0.6,,,,76,76,0.6,46,0.046
115,E1,150,Sage N Sour,Prérouler 0.6,1,21,6,,126,0.6,76,0.076
115,E1,153,Sage N Sour,Prérouler 0.6,1,44,6,,264,0.6,158,0.158
115,E1,153,Sage N Sour,RND|Prérouler 0.6,,,,60,60,0.6,36,0.036
115,E1,158,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.6,4,0.004
115,E1,158,Sage N Sour,RND|Prérouler 0.6,,,,167,167,0.6,100,0.1
115,E1,155,Sage N Sour,Prérouler 0.6,1,33,6,,198,0.6,119,0.119
115,E1,155,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.6,1,0.001
115,E1,140,Sage N Sour,RND|Prérouler 0.6,,,,82,82,0.6,49,0.049
115,E1,M0014,Sage N Sour,RND|Prérouler 0.6,,,,14,14,0.6,8,0.008
115,E1,129,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.6,1,0.001
115,E1,197,Sage N Sour,RND|Prérouler 0.6,,,,368,368,0.6,221,0.221
115,E1,101,Sage N Sour,RND|Prérouler 0.6,,,,378,378,0.6,227,0.227
115,E1,154,Sage N Sour,Prérouler 0.6,1,41,6,,246,0.6,148,0.148
115,E1,154,Sage N Sour,RND|Prérouler 0.6,,,,20,20,0.6,12,0.012
115,E1,173,Sage N Sour,Prérouler 0.6,1,44,6,,264,0.6,158,0.158
115,E1,173,Sage N Sour,RND|Prérouler 0.6,,,,236,236,0.6,142,0.142
115,E1,132,Sage N Sour,Prérouler 0.6,1,45,6,,270,0.6,162,0.162
115,E1,132,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.6,1,0.001
115,E1,172,Sage N Sour,Prérouler 0.6,1,37,6,,222,0.6,133,0.133
115,E1,172,Sage N Sour,RND|Prérouler 0.6,,,,37,37,0.6,22,0.022
115,E1,151-152,Sage N Sour,Prérouler 0.6,1,48,6,,288,0.6,173,0.173
115,E1,151-152,Sage N Sour,RND|Prérouler 0.6,,,,154,154,0.6,92,0.092
115,E1,11,Sage N Sour,Prérouler 0.6,1,3,6,,18,0.6,11,0.011
115,E1,11,Sage N Sour,RND|Prérouler 0.6,,,,3752,3752,0.6,2251,2.251
115,E1,209,Sage N Sour,Prérouler 1.0,1,299,1,,299,1,299,0.299
115,E1,98,Mandarin,Prérouler 0.6,1,5,3,,15,0.6,9,0.009
115,E1,98,Mandarin,RND|Prérouler 0.6,,,,605,605,0.6,363,0.363
115,E1,115,Mandarin,RND|Prérouler 0.6,,,,102,102,0.6,61,0.061
115,E1,179,Mandarin,Prérouler 0.6,1,7,3,,21,0.6,13,0.013
115,E1,179,Mandarin,RND|Prérouler 0.6,,,,4,4,0.6,2,0.002
115,E1,185,Mandarin,Prérouler 0.6,1,2,3,,6,0.6,4,0.004
115,E1,185,Mandarin,RND|Prérouler 0.6,,,,317,317,0.6,190,0.19
115,E1,242,Blue Chemo,Prérouler 0.35,1,3,3,,9,0.35,3,0.003
115,E1,242,Blue Chemo,RND|Prérouler 0.35,,,,241,241,0.35,84,0.084
115,E1,212,Blue Chemo,Prérouler 0.35,1,6,3,,18,0.35,6,0.006
115,E1,212,Blue Chemo,RND|Prérouler 0.35,,,,390,390,0.35,137,0.137
115,E1,266,Sage N Sour,Pouches 3.5,1,48,1,,48,3.5,168,0.168
115,E1,210208,Cherry Noir/Mandarin,Prérouler 1.0,1,132,2,,264,1,264,0.264
115,E1,210208,Cherry Noir/Mandarin,RND|Prérouler 1.0,,,,2,2,1,2,0.002
115,E1,210208B,Cherry Noir/Mandarin,RND|Prérouler 1.0,,,,3810,3810,1,3810,3.81
115,E1,281,Sage N Sour,RND|Prérouler 0.6,,,,1289,1289,0.6,773,0.773
115,E1,217,Sage N Sour,RND|Prérouler 0.6,,,,298,298,0.6,179,0.179
115,E1,237,Sage N Sour,RND|Prérouler 0.6,,,,281,281,0.6,169,0.169
115,E1,277,Sage N Sour,RND|Prérouler 0.6,,,,229,229,0.6,137,0.137
115,E1,235,Sage N Sour,RND|Prérouler 0.6,,,,518,518,0.6,311,0.311
115,E1,266,Sage N Sour,RND|Prérouler 0.6,,,,651,651,0.6,391,0.391
115,E1,272,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.6,4,0.004
115,E1,272,Sage N Sour,RND|Prérouler 0.6,,,,1369,1369,0.6,821,0.821
115,E1,284,Sage N Sour,RND|Prérouler 0.6,,,,2889,2889,0.6,1733,1.733
115,E1,239,Sage N Sour,RND|Prérouler 0.6,,,,46,46,0.6,28,0.028
115,E1,207,Sage N Sour,RND|Prérouler 0.6,,,,8,8,0.6,5,0.005
115,E1,243154,Sage N Sour,RND|Prérouler 0.6,,,,182,182,0.6,109,0.109
115,E1,241,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.6,4,0.004
115,E1,241,Sage N Sour,RND|Prérouler 0.6,,,,38,38,0.6,23,0.023
115,E1,209,Sage N Sour,Prérouler 0.6,1,29,6,,174,0.6,104,0.104
115,E1,209,Sage N Sour,RND|Prérouler 0.6,,,,22,22,0.6,13,0.013
115,E1,247,Sage N Sour,Prérouler 0.6,1,2,6,,12,0.6,7,0.007
115,E1,247,Sage N Sour,RND|Prérouler 0.6,,,,530,530,0.6,318,0.318
115,E1,212,Blue Chemo,Jars 3.5,1,13,1,,13,3.5,46,0.046
115,E1,204,Blue Chemo,Jars 3.5,1,6,1,,6,3.5,21,0.021
115,E1,208B,Mandarin,Jars 3.5,1,31,1,,31,3.5,109,0.109
115,E1,179,Mandarin,Jars 3.5,1,27,1,,27,3.5,95,0.095
115,E1,208A,Mandarin,Jars 3.5,1,61,1,,61,3.5,214,0.214
115,E1,185,Mandarin,Jars 3.5,1,80,1,,80,3.5,280,0.28
115,E1,250,Blue Chemo,Jars 3.5,1,238,1,,238,3.5,833,0.833
115,E1,98,Mandarin,Jars 3.5,1,217,1,,217,3.5,760,0.76
115,E1,115,Mandarin,Jars 3.5,1,26,1,,26,3.5,91,0.091
115,E1,233C,Mandarin,Jars 3.5,1,47,1,,47,3.5,165,0.165
115,E1,SH443,Sherbacio,Jars 3.5,1,16,1,,16,3.5,56,0.056
115,E2,141,Sage N Sour,Pouches 14.0,1,122,1,,122,14,1708,1.708
115,E2,248,Medellin,RND|Prérouler 0.35,,,,1834,1834,0.35,642,0.642
115,E2,301,Gas Paradise,Popcorn/Shake,,,,7485,7485,1,7485,7.485
115,E2,301,Gas Paradise,RND,,,,144,144,1,144,0.144
115,E2,280,Gas Paradise,Popcorn/Shake,,,,6611,6611,1,6611,6.611
115,E2,280,Gas Paradise,RND,,,,113,113,1,113,0.113
115,E2,306,Medellin,Popcorn/Shake,,,,6225,6225,1,6225,6.225
115,E2,270,Medellin,Popcorn/Shake,,,,3339,3339,1,3339,3.339
115,E2,270,Medellin,RND,,,,40,40,1,40,0.04
115,E2,275,Medellin,Popcorn/Shake,,,,5872,5872,1,5872,5.872
115,E2,333,Gas Paradise,Popcorn/Shake,,,,2682,2682,1,2682,2.682
115,E2,333,Gas Paradise,RND,,,,57,57,1,57,0.057
115,E2,364,Medellin,Large Flower,,,,4188,4188,1,4188,4.188
115,E2,364,Medellin,Popcorn/Shake,,,,49,49,1,49,0.049
115,E2,246,Mandarin,Popcorn/Shake,,,,10516,10516,1,10516,10.516
115,E2,246,Mandarin,RND,,,,203,203,1,203,0.203
115,E2,MIXED,Sage N Sour,RND|Large Flower,,,,1003,1003,1,1003,1.003
115,E2,MIXED,Sage N Sour,RND|Popcorn,,,,1076,1076,1,1076,1.076
115,E2,MIXED,Sage N Sour,RND|Shake,,,,903,903,1,903,0.903
115,E2,289,Gelonade,Large Flower,,,,11194,11194,1,11194,11.194
115,E2,289,Gelonade,Popcorn/Shake,,,,2953,2953,1,2953,2.953
115,E2,289,Gelonade,RND,,,,33,33,1,33,0.033
115,E2,207,Sage N Sour,Popcorn,,,,795,795,1,795,0.795
115,E2,207,Sage N Sour,Shake,,,,412,412,1,412,0.412
115,E2,203,Sage N Sour,Popcorn/Shake,,,,996,996,1,996,0.996
115,E2,209,Sage N Sour,Popcorn,,,,1194,1194,1,1194,1.194
115,E2,209,Sage N Sour,Shake,,,,472,472,1,472,0.472
115,E2,283,Blue Chemo,Popcorn/Shake,,,,5997,5997,1,5997,5.997
115,E2,283,Blue Chemo,RND,,,,68,68,1,68,0.068
115,E2,23FLH01,Sage N Sour,Large Flower,,,,4555,4555,1,4555,4.555
115,E2,23FLH01,Sage N Sour,Shake,,,,1567,1567,1,1567,1.567
115,F1,399,Chemdawg,Large Flower,,,,54000,54000,1,54000,54
115,F1,399,Chemdawg,Popcorn,,,,16529,16529,1,16529,16.529
115,F1,428,Chemdawg,Shake,,,,39231,39231,1,39231,39.231
115,F1,428,Chemdawg,Popcorn,,,,16216,16216,1,16216,16.216
115,F1,428,Chemdawg,Large Flower,,,,85016,85016,1,85016,85.016
115,F2,336,Gas Paradise,Popcorn,,,,8838,8838,1,8838,8.838
115,F2,336,Gas Paradise,Shake,,,,18108,18108,1,18108,18.108
115,F2,336,Gas Paradise,Large Flower,,,,21753,21753,1,21753,21.753
115,F2,343,Chemdawg,Popcorn,,,,28489,28489,1,28489,28.489
115,F2,420,Sage N Sour,Large Flower,,,,51303,51303,1,51303,51.303
115,F2,420,Sage N Sour,Shake,,,,23953,23953,1,23953,23.953
115,F2,420,Sage N Sour,Popcorn,,,,9797,9797,1,9797,9.797
115,F2,AF3770,Apple Fritter,Large Flower,,,,37339,37339,1,37339,37.339
115,F2,269,Blue Chemo,Large Flower,,,,6000,6000,1,6000,6
115,F2,269,Blue Chemo,Popcorn/Shake,,,,2971,2971,1,2971,2.971
115,F2,269,Blue Chemo,Popcorn,,,,6097,6097,1,6097,6.097
115,RACK_ENTRÉE,204PR,Blue Chemo,RND|Prérouler 0.35,,,,2645,2645,0.35,926,0.926
115,RACK_ENTRÉE,GP447,Gas Paradise,Graines,,,,3,3,1,3,0.003
115,RACK_ENTRÉE,284,Sage N Sour,Graines,,,,16,16,1,16,0.016
115,RACK_ENTRÉE,266,Sage N Sour,Graines,,,,6,6,1,6,0.006
115,RACK_ENTRÉE,259,Sage N Sour,Graines,,,,7,7,1,7,0.007
115,F1,372,Sage N Sour,Popcorn,,,,23948,23948,1,23948,23.948
115,G1,1000416,ICC Sorbet,Large Flower,,,,23103,23103,1,23103,23.103
115,F2_SQDC,242,Blue Chemo,Jars 3.5,1,5,1,,5,3.5,18,0.018
115,F2_SQDC,250,Blue Chemo,Jars 3.5,1,4,1,,4,3.5,14,0.014
115,F2_SQDC,283,Blue Chemo,Jars 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,98,Mandarin,Jars 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,204,Blue Chemo,Jars 3.5,1,3,1,,3,3.5,11,0.011
115,F2_SQDC,352,Purple Chitral,Jars 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,265,Blue Chemo,Jars 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,208B,Mandarin,Jars 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,289,Gelonade,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,275,Medellin,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,INCONNU,Medellin,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,231,Medellin,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,233,Purple Kush Cookies,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,MD448,Medellin,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,331A,Neville Haze,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,246,Purple Kush Cookies,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,INCONNU,Inconnu,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,388,Medellin,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,306,Medellin,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,248,Medellin,Pouches 3.5,1,3,1,,3,3.5,11,0.011
115,F2_SQDC,270,Medellin,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,179,Mandarin,Prérouler 0.6,1,28,3,,84,0.6,50,0.05
115,F2_SQDC,204,Blue Chemo,Prérouler 0.35,1,3,3,,9,0.35,3,0.003
115,F2_SQDC,115,Mandarin,Prérouler 0.6,1,4,3,,12,0.6,7,0.007
115,F2_SQDC,242,Blue Chemo,Prérouler 0.35,1,3,3,,9,0.35,3,0.003
115,F2_SQDC,INCONNU,Mandarin,Prérouler 0.6,1,5,3,,15,0.6,9,0.009
115,F2_SQDC,208210,Cherry Noir/Mandarin,Hash 2.0,1,2,1,,2,2,4,0.004
115,F2_SQDC,176208,Cherry Noir/Mandarin,Hash 1.0,1,4,1,,4,1,4,0.004
115,F2_SQDC,213210,Cherry Noir/Mandarin,Hash 1.0,1,1,1,,1,1,1,0.001
115,F2_SQDC,179201,Cherry Noir/Mandarin,Hash 1.0,1,1,1,,1,1,1,0.001
115,F2_SQDC,INCONNU,Cherry Noir/Mandarin,Hash 1.0,1,4,1,,4,1,4,0.004
115,F2_SQDC,NP342,Cherry Noir,Pouches 15.0,1,3,1,,3,15,45,0.045
115,F2_SQDC,INCONNU,Cherry Noir,Pouches 15.0,1,2,1,,2,15,30,0.03
115,F2_SQDC,NP290,Cherry Noir,Pouches 15.0,1,4,1,,4,15,60,0.06
115,F2_SQDC,280,Gas Paradise,Pouches 15.0,1,1,1,,1,15,15,0.015
115,F2_SQDC,301,Gas Paradise,Pouches 15.0,1,2,1,,2,15,30,0.03
115,F2_SQDC,372,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,384,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,388,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,303,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,343,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,INCONNU,Sage N Sour,Pouches 3.5,1,17,1,,17,3.5,60,0.06
115,F2_SQDC,281266H,Sage N Sour,Hash 3.0,1,4,1,,4,3,12,0.012
115,F2_SQDC,INCONNU,Sage N Sour,Hash 3.0,1,8,1,,8,3,24,0.024
115,F2_SQDC,172178H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,217232H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,343H,Sage N Sour,Hash 3.0,1,3,1,,3,3,9,0.009
115,F2_SQDC,247239H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,277H2,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,215217H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,334244H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,303H,Sage N Sour,Hash 3.0,1,3,1,,3,3,9,0.009
115,F2_SQDC,173H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,154H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,209H,Sage N Sour,Hash 3.0,1,2,1,,2,3,6,0.006
115,F2_SQDC,277H2,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,F2_SQDC,232,Sage N Sour,Pouches 3.5,1,3,1,,3,3.5,11,0.011
115,F2_SQDC,235,Sage N Sour,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,259,Sage N Sour,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,272,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,281,Sage N Sour,Pouches 3.5,1,5,1,,5,3.5,18,0.018
115,F2_SQDC,155,Sage N Sour,Pouches 3.5,1,15,1,,15,3.5,53,0.053
115,F2_SQDC,277,Sage N Sour,Pouches 3.5,1,3,1,,3,3.5,11,0.011
115,F2_SQDC,266,Sage N Sour,Pouches 3.5,1,12,1,,12,3.5,42,0.042
115,F2_SQDC,207,Sage N Sour,Pouches 3.5,1,8,1,,8,3.5,28,0.028
115,F2_SQDC,372,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,211,Sage N Sour,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,155,Sage N Sour,Pouches 3.5,1,19,1,,19,3.5,67,0.067
115,F2_SQDC,INCONNU,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,207,Sage N Sour,Pouches 3.5,1,5,1,,5,3.5,18,0.018
115,F2_SQDC,266,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,197,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,215,Sage N Sour,Pouches 3.5,1,3,1,,3,3.5,11,0.011
115,F2_SQDC,272,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,217,Sage N Sour,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,284,Sage N Sour,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,153,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,209,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,181,Sage N Sour,Pouches 15.0,1,1,1,,1,15,15,0.015
115,F2_SQDC,217,Sage N Sour,Pouches 15.0,1,7,1,,7,15,105,0.105
115,F2_SQDC,INCONNU,Sage N Sour,Pouches 15.0,1,2,1,,2,15,30,0.03
115,F2_SQDC,180,Sage N Sour,Pouches 15.0,1,2,1,,2,15,30,0.03
115,F2_SQDC,M0014,Sage N Sour,Pouches 15.0,1,3,1,,3,15,45,0.045
115,F2_SQDC,237,Sage N Sour,Pouches 15.0,1,1,1,,1,15,15,0.015
115,F2_SQDC,209,Sage N Sour,Pouches 15.0,1,1,1,,1,15,15,0.015
115,F2_SQDC,334,Sage N Sour,Pouches 15.0,1,3,1,,3,15,45,0.045
115,F2_SQDC,281,Sage N Sour,Pouches 15.0,1,1,1,,1,15,15,0.015
115,F2_SQDC,173,Sage N Sour,Pouches 15.0,1,1,1,,1,15,15,0.015
115,F2_SQDC,MIXED,Sage N Sour,Prérouler 0.6,1,58,1,,58,0.6,35,0.035
115,F2_SQDC,MIXED,Sage N Sour,Prérouler 0.6,1,19,6,,114,0.6,68,0.068
115,F2_SQDC,248PR,Medellin,Prérouler 0.35,1,14,1,,14,0.35,5,0.005
115,F2_SQDC,231,Medellin,Pouches 3.5,1,13,1,,13,3.5,46,0.046
115,F2_SQDC,233,Mandarin,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,238,Mandarin,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,INCONNU,Inconnu,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,GP446,Gas Paradise,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,GP447,Gas Paradise,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,GP450,Gas Paradise,Pouches 3.5,1,9,1,,9,3.5,32,0.032
115,F2_SQDC,217,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,11,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,M0014,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,150,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,114,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,153,Sage N Sour,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,158,Sage N Sour,Pouches 3.5,1,2,1,,2,3.5,7,0.007
115,F2_SQDC,160,Sage N Sour,Pouches 3.5,1,3,1,,3,3.5,11,0.011
115,F2_SQDC,173,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,181,Sage N Sour,Pouches 3.5,1,3,1,,3,3.5,11,0.011
115,F2_SQDC,197,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,203,Sage N Sour,Pouches 3.5,1,4,1,,4,3.5,14,0.014
115,F2_SQDC,211,Sage N Sour,Pouches 3.5,1,1,1,,1,3.5,4,0.004
115,F2_SQDC,215,Sage N Sour,Pouches 3.5,1,3,1,,3,3.5,11,0.011
115,F2_SQDC,209,Sage N Sour,Pouches 3.5,1,8,1,,8,3.5,28,0.028
115,F2_SQDC,GP450,Gas Paradise,Pouches 3.5,1,29,1,,29,3.5,102,0.102
115,F2_SQDC,217,Sage N Sour,Pouches 3.5,1,24,1,,24,3.5,84,0.084
115,G1,388,Medellin,Large Flower,,,,4560,4560,1,4560,4.56
115,G1,388,Medellin,Popcorn/Shake,,,,18136,18136,1,18136,18.136
115,G1,388,Medellin,RND,,,,141,141,1,141,0.141
115,G1,396H,Sage N Sour,Hash,,,,14700,14700,1,14700,14.7
115,G1,288,Sage N Sour,Shake,,,,50209,50209,1,50209,50.209
115,G1,MC280823V3,Molten Core,Large Flower,,,,33460,33460,1,33460,33.46
115,G1,BATO27/28,Platinum Northen Lights,Large Flower,,,,11103,11103,1,11103,11.103
115,G1,305,Cherry Noir,Shake,,,,10110,10110,1,10110,10.11
115,G1,317,Chemdawg,Large Flower,,,,4410,4410,1,4410,4.41
115,G1,317,Chemdawg,Shake,,,,1415,1415,1,1415,1.415
115,G1,317,Chemdawg,Popcorn,,,,955,955,1,955,0.955
115,G2,388,Medellin,Popcorn,,,,7994,7994,1,7994,7.994
115,G2,283,Blue Chemo,Popcorn,,,,5136,5136,1,5136,5.136
115,G2,AC1,Stargazer,Pouches 3.5,1,360,1,,360,3.5,1260,1.26
115,G2,AC1,Stargazer,Large Flower,,,,1264,1264,1,1264,1.264
115,G2,RNDMIX2023,RND,RND|Large Flower,,,,4000,4000,1,4000,4
115,G2,RNDMIX2023,RND,RND|Shred,,,,1526,1526,1,1526,1.526
115,G2,270,Medellin,Popcorn,,,,7286,7286,1,7286,7.286
115,G2,283,Blue Chemo,Shake,,,,25477,25477,1,25477,25.477
115,G2,301,Gas Paradise,Popcorn,,,,9597,9597,1,9597,9.597
115,G2,368,Blueberry Kush,Shake,,,,10151,10151,1,10151,10.151
115,G2,301,Gas Paradise,Shake,,,,21678,21678,1,21678,21.678
115,G2,396,Chemdawg,Popcorn,,,,36505,36505,1,36505,36.505
115,PALETTE_AUS,429,Sage N Sour,Large Flower,,,,60063,60063,1,60063,60.063
115,PALETTE_AUS,426,Medellin,Large Flower,,,,75081,75081,1,75081,75.081
115,PALETTE,401,Sage N Sour,Large Flower,,,,739,739,1,739,0.739
115,PALETTE,401,Sage N Sour,Popcorn/Shake,,,,6648,6648,1,6648,6.648
115,PALETTE,401,Sage N Sour,RND,,,,154,154,1,154,0.154
115,PALETTE,395H,Sage N Sour,Hash,,,,13,13,1,13,0.013
115,PALETTE,395H,Sage N Sour,RND|Hash,,,,6,6,1,6,0.006
115,PALETTE,233229H2,Cherry Noir/Mandarin,Hash 1.0,1,2,1,,2,1,2,0.002
115,PALETTE,395,Sage N Sour,Popcorn/Shake,,,,5585,5585,1,5585,5.585
115,PALETTE_QA,AF3770,Apple Fritter,Large Flower,,,,42664,42664,1,42664,42.664
115,PALETTE_QA,AF0319,Apple Fritter,Large Flower,,,,13558,13558,1,13558,13.558
115,PALETTE_QA,RETOURNUANCES,RND,Shred,,,,34356,34356,1,34356,34.356
115,PALETTE_QA,MIXED,Inconnu,Shred,,,,5940,5940,1,5940,5.94
115,RACK,334244H,Sage N Sour,RND|Hash,,,,32,32,1,32,0.032
115,RACK,277H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,RACK,277H,Sage N Sour,RND|Hash,,,,37,37,1,37,0.037
115,RACK,249,Sage N Sour,RND|Hash,,,,20,20,1,20,0.02
115,RACK,203H,Sage N Sour,Hash 3.0,1,2,1,,2,3,6,0.006
115,RACK,203H,Sage N Sour,RND|Hash,,,,27,27,1,27,0.027
115,RACK,176208H,Cherry Noir/Mandarin,Hash 1.0,1,2,1,,2,1,2,0.002
115,RACK,179201H,Cherry Noir/Mandarin,Hash 2.0,1,2,1,,2,2,4,0.004
115,RACK,179201,Cherry Noir/Mandarin,RND|Hash,,,,30,30,1,30,0.03
115,RACK,185201H,Cherry Noir/Mandarin,Hash 2.0,1,6,1,,6,2,12,0.012
115,RACK,185201H,Cherry Noir/Mandarin,RND|Hash,,,,21,21,1,21,0.021
115,RACK,213210H,Cherry Noir/Mandarin,RND|Hash,,,,30,30,1,30,0.03
115,RACK,207H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,RACK,207H,Sage N Sour,RND|Hash,,,,39,39,1,39,0.039
115,RACK,243241H,Sage N Sour,RND|Hash,,,,66,66,1,66,0.066
115,RACK,303H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,RACK,303H,Sage N Sour,RND|Hash,,,,64,64,1,64,0.064
115,RACK,172178H,Sage N Sour,Hash 3.0,1,2,1,,2,3,6,0.006
115,RACK,172178H,Sage N Sour,RND|Hash,,,,91,91,1,91,0.091
115,RACK,272259H,Sage N Sour,RND|Hash,,,,46,46,1,46,0.046
115,RACK,233229H2,Cherry Noir/Mandarin,RND|Hash,,,,12,12,1,12,0.012
115,RACK,247239H,Sage N Sour,Hash 3.0,1,3,1,,3,3,9,0.009
115,RACK,247239H,Sage N Sour,RND|Hash,,,,72,72,1,72,0.072
115,RACK,235237H,Sage N Sour,Hash 3.0,1,6,1,,6,3,18,0.018
115,RACK,235237H,Sage N Sour,RND|Hash,,,,146,146,1,146,0.146
115,RACK,209H,Sage N Sour,Hash 3.0,1,9,1,,9,3,27,0.027
115,RACK,209H,Sage N Sour,RND|Hash,,,,79,79,1,79,0.079
