RM#,Location,Lot #,Product Name,Nature of Product,# of boxes,Packages / Box,Units / Package,Units,Total (un),Label grams,Total (g),Total (KG),THC %,Réservé Retail | Réservé Wholesale
115,D1,394,Sweet Stripe,QA|Large Flower,,,,1754,"1,754",1.00,"1,754.20",1.754,,Wholesale
115,D1,437,Monkey Berry,QA|Popcorn,,,,2003,"2,003",1.00,"2,003.20",2.003,N/A,Wholesale
115,D1,394,Sweet Stripe,QA|Popcorn,,,,326,326,1.00,325.50,0.326,,Wholesale
115,D1,291,Banana Daddy,QA|Shake,,,,1307,"1,307",1.00,"1,307.00",1.307,,Wholesale
115,D1,319,Blue Cheese,QA|Shake,,,,2734,"2,734",1.00,"2,733.80",2.734,,Wholesale
115,D1,437,Monkey Berry,QA|Shake,,,,1405,"1,405",1.00,"1,405.00",1.405,N/A,Wholesale
115,D1,318,Super Lemon Haze,QA|Shake,,,,869,869,1.00,869.00,0.869,,Wholesale
115,D1,394,Sweet Stripe,QA|Shake,,,,997,997,1.00,997.20,0.997,,Wholesale
115,D1,AF2402,Apple Fritter,Shake,,,,516,516,1.00,515.70,0.516,,Wholesale
115,D1,317,Chemdawg,Shake,,,,1415,"1,415",1.00,"1,414.70",1.415,25.42%,Wholesale
115,D1,207,Sage N Sour,Shake,,,,412,412,1.00,411.60,0.412,25.55%,Wholesale
115,D1,209,Sage N Sour,Shake,,,,472,472,1.00,471.50,0.472,25.26%,Wholesale
115,D2,208B,Mandarin,Popcorn,,,,3117,"3,117",1.00,"3,117.00",3.117,,Wholesale
115,D2,AF2401,Apple Fritter,Bud Rot,,,,2876,"2,876",1.00,"2,876.00",2.876,,
115,D2,250,Blue Chem,RND|Jars 3.5,1,27,1,,27,3.50,94.50,0.095,26.48%,
115,D2,208B,Mandarin,Large Flower,,,,9199,"9,199",1.00,"9,199.40",9.199,,Retail
115,D2,303,Sage N Sour,RND|Shred,,,,577,577,1.00,577.00,0.577,29.17%,
115,D2,MIXED,Sage N Sour,RND|Shake,,,,1459,"1,459",1.00,"1,459.43",1.459,,
115,D2,233,Mandarin,Popcorn/Shake,,,,5739,"5,739",1.00,"5,738.50",5.739,24.07%,Wholesale
115,D2,246,Mandarin,Popcorn/Shake,,,,10516,"10,516",1.00,"10,516.20",10.516,27.14%,Wholesale
115,E1,204,Blue Chem,Prérouler 0.35,1,25,3,,75,0.35,26.25,0.026,29.35%,
115,E1,204,Blue Chem,RND|Prérouler 0.35,,,,1768,"1,768",0.35,618.80,0.619,29.35%,
115,E1,212,Blue Chem,Prérouler 0.35,1,6,3,,18,0.35,6.30,0.006,29.16%,
115,E1,212,Blue Chem,RND|Prérouler 0.35,,,,390,390,0.35,136.50,0.137,29.16%,
115,E1,242,Blue Chem,Prérouler 0.35,1,3,3,,9,0.35,3.15,0.003,28.73%,
115,E1,242,Blue Chem,RND|Prérouler 0.35,,,,241,241,0.35,84.35,0.084,28.73%,
115,E1,204,Blue Chem,RND|Prérouler 0.35,,,,2645,"2,645",0.35,925.75,0.926,29.35%,
115,E1,210208,Cherry Noir/Mandarin,Prérouler 1.0,1,132,2,,264,1.00,264.00,0.264,,
115,E1,210208,Cherry Noir/Mandarin,RND|Prérouler 1.0,,,,2,2,1.00,2.00,0.002,,
115,E1,159185H,Cherry Noir/Mandarin,Hash 1.0,1,15,1,,15,1.00,15.00,0.015,,
115,E1,159185H,Cherry Noir/Mandarin,Hash 1.0,1,23,1,,23,1.00,23.00,0.023,,
115,E1,159185H,Cherry Noir/Mandarin,RND|Hash,,,,3,3,1.00,3.20,0.003,,
115,E1,176208H,Cherry Noir/Mandarin,Hash 1.0,1,2,1,,2,1.00,2.00,0.002,,
115,E1,176208H,Cherry Noir/Mandarin,Hash 1.0,1,23,1,,23,1.00,23.00,0.023,,
115,E1,176208H,Cherry Noir/Mandarin,RND|Hash,,,,19,19,1.00,18.90,0.019,,
115,E1,179201H,Cherry Noir/Mandarin,Hash 2.0,1,2,1,,2,2.00,4.00,0.004,,
115,E1,179201H,Cherry Noir/Mandarin,RND|Hash,,,,54,54,1.00,54.00,0.054,,
115,E1,185201H,Cherry Noir/Mandarin,Hash 2.0,1,6,1,,6,2.00,12.00,0.012,,
115,E1,185201H,Cherry Noir/Mandarin,RND|Hash,,,,21,21,1.00,21.30,0.021,,
115,E1,208210H,Cherry Noir/Mandarin,Hash 2.0,1,120,1,,120,2.00,240.00,0.240,,
115,E1,208210H,Cherry Noir/Mandarin,Hash 2.0,1,10,1,,10,2.00,20.00,0.020,,
115,E1,208210H,Cherry Noir/Mandarin,RND|Hash,,,,4,4,1.00,3.90,0.004,,
115,E1,210208B,Cherry Noir/Mandarin,RND|Prérouler 1.0,,,,3810,"3,810",1.00,"3,810.00",3.810,,
115,E1,213201H,Cherry Noir/Mandarin,Hash 2.0,1,2,1,,2,2.00,4.00,0.004,,
115,E1,213201H,Cherry Noir/Mandarin,RND|Hash,,,,89,89,1.00,88.50,0.089,,
115,E1,213210H,Cherry Noir/Mandarin,RND|Hash,,,,30,30,1.00,29.76,0.030,,
115,E1,213229H,Cherry Noir/Mandarin,Hash 2.0,1,1,1,,1,2.00,2.00,0.002,,
115,E1,213229H,Cherry Noir/Mandarin,RND|Hash,,,,20,20,1.00,20.00,0.020,,
115,E1,233229H,Cherry Noir/Mandarin,RND|Hash,,,,4,4,1.00,4.00,0.004,,
115,E1,233229H2,Cherry Noir/Mandarin,RND|Hash,,,,12,12,1.00,11.90,0.012,,
115,E1,238260H,Cherry Noir/Mandarin,RND|Hash,,,,20,20,1.00,20.00,0.020,,
115,E1,EXLOS2ZCA4GYRN,Cherry Noir/Mandarin,Hash 2.0,1,403,1,,403,2.00,806.00,0.806,,
115,E1,EXLOS2ZCA4GYRN,Cherry Noir/Mandarin,RND|Hash,,,,167,167,1.00,167.00,0.167,,
115,E1,EXLQBXZTWNO5JR,Cherry Noir/Mandarin,Hash 2.0,1,400,1,,400,2.00,800.00,0.800,,
115,E1,EXLQBXZTWNO5JR,Cherry Noir/Mandarin,RND|Hash,,,,176,176,1.00,176.00,0.176,,
115,E1,98,Mandarin,Prérouler 0.6,1,5,3,,15,0.60,9.00,0.009,,
115,E1,98,Mandarin,Jars 3.5,1,217,1,,217,3.50,759.50,0.760,,
115,E1,98,Mandarin,RND|Prérouler 0.6,,,,605,605,0.60,363.00,0.363,,
115,E1,115,Mandarin,Jars 3.5,1,26,1,,26,3.50,91.00,0.091,,
115,E1,115,Mandarin,RND|Prérouler 0.6,,,,102,102,0.60,61.20,0.061,,
115,E1,179,Mandarin,Prérouler 0.6,1,7,3,,21,0.60,12.60,0.013,27.58%,
115,E1,179,Mandarin,Jars 3.5,1,27,1,,27,3.50,94.50,0.095,27.58%,
115,E1,179,Mandarin,RND|Prérouler 0.6,,,,4,4,0.60,2.40,0.002,27.58%,
115,E1,185,Mandarin,Prérouler 0.6,1,2,3,,6,0.60,3.60,0.004,21.61%,
115,E1,185,Mandarin,Prérouler 0.6,,,,1328,"1,328",0.60,796.80,0.797,21.61%,
115,E1,185,Mandarin,Prérouler 0.6,1,1,144,,144,0.60,86.40,0.086,21.61%,
115,E1,185,Mandarin,Jars 3.5,1,80,1,,80,3.50,280.00,0.280,21.61%,
115,E1,185,Mandarin,RND|Prérouler 0.6,,,,317,317,0.60,190.20,0.190,21.61%,
115,E1,185,Mandarin,RND|Prérouler 0.6,,,,148,148,0.60,88.80,0.089,21.61%,
115,E1,208A,Mandarin,Jars 3.5,1,61,1,,61,3.50,213.50,0.214,,
115,E1,208B,Mandarin,Jars 3.5,1,31,1,,31,3.50,108.50,0.109,,
115,E1,208B,Mandarin,Jars 3.5,1,21,1,,21,3.50,73.50,0.074,,
115,E1,233C,Mandarin,Jars 3.5,1,47,1,,47,3.50,164.50,0.165,,
115,E1,248,Medellin,RND|Prérouler 0.35,,,,1834,"1,834",0.35,641.90,0.642,27.63%,
115,E1,275,Medellin,RND|Prérouler 0.35,,,,328,328,0.35,114.80,0.115,29.86%,
115,E1,364H,Medellin,Hash 3.0,1,1,1,,1,3.00,3.00,0.003,,
115,E1,364H,Medellin,RND|Hash,,,,90,90,1.00,90.00,0.090,,
115,E1,INCONNU,RND,Finger Hash,,,,1538,"1,538",1.00,"1,538.00",1.538,,
115,E1,11,Sage N Sour,Prérouler 0.6,1,240,6,,"1,440",0.60,864.00,0.864,,
115,E1,11,Sage N Sour,Prérouler 0.6,1,3,6,,18,0.60,10.80,0.011,,
115,E1,11,Sage N Sour,RND|Prérouler 0.6,,,,3752,"3,752",0.60,"2,251.20",2.251,,
115,E1,12,Sage N Sour,Prérouler 0.6,1,62,6,,372,0.60,223.20,0.223,,
115,E1,12,Sage N Sour,RND|Prérouler 0.6,,,,850,850,0.60,510.00,0.510,,
115,E1,13,Sage N Sour,Prérouler 0.6,1,114,6,,684,0.60,410.40,0.410,,
115,E1,13,Sage N Sour,RND|Prérouler 0.6,,,,8,8,0.60,4.80,0.005,,
115,E1,101,Sage N Sour,RND|Prérouler 0.6,,,,378,378,0.60,226.80,0.227,,
115,E1,112,Sage N Sour,Prérouler 0.6,1,34,6,,204,0.60,122.40,0.122,,
115,E1,112,Sage N Sour,RND|Prérouler 0.6,,,,48,48,0.60,28.80,0.029,,
115,E1,122,Sage N Sour,Prérouler 0.6,1,13,6,,78,0.60,46.80,0.047,,
115,E1,125,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.60,28.80,0.029,,
115,E1,127,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.60,28.80,0.029,,
115,E1,127,Sage N Sour,RND|Prérouler 0.6,,,,410,410,0.60,246.00,0.246,,
115,E1,129,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.60,1.20,0.001,,
115,E1,132,Sage N Sour,Prérouler 0.6,1,45,6,,270,0.60,162.00,0.162,,
115,E1,132,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.60,1.20,0.001,,
115,E1,140,Sage N Sour,Prérouler 0.6,1,33,6,,198,0.60,118.80,0.119,,
115,E1,140,Sage N Sour,RND|Prérouler 0.6,,,,82,82,0.60,49.20,0.049,,
115,E1,150,Sage N Sour,Prérouler 0.6,1,21,6,,126,0.60,75.60,0.076,,
115,E1,153,Sage N Sour,Prérouler 0.6,1,44,6,,264,0.60,158.40,0.158,,
115,E1,153,Sage N Sour,RND|Prérouler 0.6,,,,60,60,0.60,36.00,0.036,,
115,E1,154,Sage N Sour,Prérouler 0.6,1,41,6,,246,0.60,147.60,0.148,,
115,E1,154,Sage N Sour,RND|Prérouler 0.6,,,,20,20,0.60,12.00,0.012,,
115,E1,155,Sage N Sour,Prérouler 0.6,1,33,6,,198,0.60,118.80,0.119,,
115,E1,155,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.60,1.20,0.001,,
115,E1,158,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.60,3.60,0.004,,
115,E1,158,Sage N Sour,RND|Prérouler 0.6,,,,167,167,0.60,100.20,0.100,,
115,E1,160,Sage N Sour,Prérouler 0.6,1,51,6,,306,0.60,183.60,0.184,,
115,E1,160,Sage N Sour,RND|Prérouler 0.6,,,,57,57,0.60,34.20,0.034,,
115,E1,171,Sage N Sour,Prérouler 0.6,1,17,6,,102,0.60,61.20,0.061,,
115,E1,172,Sage N Sour,Prérouler 0.6,1,37,6,,222,0.60,133.20,0.133,,
115,E1,172,Sage N Sour,RND|Prérouler 0.6,,,,37,37,0.60,22.20,0.022,,
115,E1,173,Sage N Sour,Prérouler 0.6,1,44,6,,264,0.60,158.40,0.158,24.85%,
115,E1,173,Sage N Sour,RND|Prérouler 0.6,,,,236,236,0.60,141.60,0.142,24.85%,
115,E1,178,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.60,28.80,0.029,28.86%,
115,E1,178,Sage N Sour,RND|Prérouler 0.6,,,,76,76,0.60,45.60,0.046,28.86%,
115,E1,180,Sage N Sour,Prérouler 0.6,1,7,6,,42,0.60,25.20,0.025,26.62%,
115,E1,180,Sage N Sour,RND|Prérouler 0.6,,,,4,4,0.60,2.40,0.002,26.62%,
115,E1,181,Sage N Sour,Prérouler 0.6,1,13,6,,78,0.60,46.80,0.047,28.92%,
115,E1,181,Sage N Sour,RND|Prérouler 0.6,,,,105,105,0.60,63.00,0.063,28.92%,
115,E1,197,Sage N Sour,RND|Prérouler 0.6,,,,368,368,0.60,220.80,0.221,26.88%,
115,E1,203,Sage N Sour,Prérouler 0.6,1,32,6,,192,0.60,115.20,0.115,26.09%,
115,E1,203,Sage N Sour,RND|Prérouler 0.6,,,,36,36,0.60,21.60,0.022,26.09%,
115,E1,207,Sage N Sour,RND|Prérouler 0.6,,,,8,8,0.60,4.80,0.005,25.55%,
115,E1,209,Sage N Sour,Prérouler 0.6,1,29,6,,174,0.60,104.40,0.104,25.26%,
115,E1,209,Sage N Sour,Prérouler 1.0,1,299,1,,299,1.00,299.00,0.299,25.26%,
115,E1,209,Sage N Sour,RND|Prérouler 0.6,,,,22,22,0.60,13.20,0.013,25.26%,
115,E1,211,Sage N Sour,Prérouler 0.6,1,9,6,,54,0.60,32.40,0.032,29.01%,
115,E1,211,Sage N Sour,RND|Prérouler 0.6,,,,284,284,0.60,170.40,0.170,29.01%,
115,E1,215,Sage N Sour,Prérouler 0.6,1,3,6,,18,0.60,10.80,0.011,28.28%,
115,E1,215,Sage N Sour,RND|Prérouler 0.6,,,,790,790,0.60,474.00,0.474,28.28%,
115,E1,217,Sage N Sour,RND|Prérouler 0.6,,,,298,298,0.60,178.80,0.179,25.79%,
115,E1,232,Sage N Sour,Prérouler 0.6,1,22,6,,132,0.60,79.20,0.079,29.51%,
115,E1,232,Sage N Sour,RND|Prérouler 0.6,,,,17,17,0.60,10.20,0.010,29.51%,
115,E1,235,Sage N Sour,RND|Prérouler 0.6,,,,518,518,0.60,310.80,0.311,29.30%,
115,E1,237,Sage N Sour,RND|Prérouler 0.6,,,,281,281,0.60,168.60,0.169,26.92%,
115,E1,239,Sage N Sour,RND|Prérouler 0.6,,,,46,46,0.60,27.60,0.028,23.50%,
115,E1,241,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.60,3.60,0.004,27.85%,
115,E1,241,Sage N Sour,RND|Prérouler 0.6,,,,38,38,0.60,22.80,0.023,27.85%,
115,E1,247,Sage N Sour,Prérouler 0.6,1,2,6,,12,0.60,7.20,0.007,27.84%,
115,E1,247,Sage N Sour,RND|Prérouler 0.6,,,,530,530,0.60,318.00,0.318,27.84%,
115,E1,249,Sage N Sour,RND|Prérouler 0.6,,,,1009,"1,009",0.60,605.40,0.605,30.95%,
115,E1,259,Sage N Sour,RND|Prérouler 0.6,,,,500,500,0.60,300.00,0.300,29.74%,
115,E1,266,Sage N Sour,RND|Prérouler 0.6,,,,651,651,0.60,390.60,0.391,29.19%,
115,E1,272,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.60,3.60,0.004,28.34%,
115,E1,277,Sage N Sour,RND|Prérouler 0.6,,,,229,229,0.60,137.40,0.137,29.36%,
115,E1,281,Sage N Sour,RND|Prérouler 0.6,,,,1289,"1,289",0.60,773.40,0.773,28.88%,
115,E1,284,Sage N Sour,RND|Prérouler 0.6,,,,2889,"2,889",0.60,"1,733.40",1.733,29.45%,
115,E1,303,Sage N Sour,RND|Prérouler 0.6,,,,237,237,0.60,142.20,0.142,29.17%,
115,E1,334,Sage N Sour,RND|Prérouler 0.6,,,,600,600,0.60,360.00,0.360,26.53%,
115,E1,243154,Sage N Sour,RND|Prérouler 0.6,,,,182,182,0.60,109.20,0.109,,
115,E1,141171H,Sage N Sour,Hash 3.0,1,5,1,,5,3.00,15.00,0.015,,
115,E1,141171H,Sage N Sour,RND|Hash,,,,25,25,1.00,25.00,0.025,,
115,E1,143160H,Sage N Sour,Hash 3.0,1,1,1,,1,3.00,3.00,0.003,,
115,E1,143160H,Sage N Sour,RND|Hash,,,,94,94,1.00,93.90,0.094,,
115,E1,143H,Sage N Sour,Hash 3.0,1,22,1,,22,3.00,66.00,0.066,,
115,E1,143H,Sage N Sour,RND|Hash,,,,9,9,1.00,8.90,0.009,,
115,E1,143PR,Sage N Sour,Prérouler 0.6,1,458,1,,458,0.60,274.80,0.275,,
115,E1,151-152,Sage N Sour,Prérouler 0.6,1,48,6,,288,0.60,172.80,0.173,,
115,E1,151-152,Sage N Sour,RND|Prérouler 0.6,,,,379,379,0.60,227.40,0.227,,
115,E1,151-152,Sage N Sour,RND|Prérouler 0.6,,,,154,154,0.60,92.40,0.092,,
115,E1,154H,Sage N Sour,Hash 3.0,1,12,1,,12,3.00,36.00,0.036,,
115,E1,154H,Sage N Sour,RND|Hash,,,,18,18,1.00,17.90,0.018,,
115,E1,155181H,Sage N Sour,Hash 3.0,1,26,1,,26,3.00,78.00,0.078,,
115,E1,155181H,Sage N Sour,RND|Hash,,,,31,31,1.00,30.62,0.031,,
115,E1,172178H,Sage N Sour,Hash 3.0,1,2,1,,2,3.00,6.00,0.006,,
115,E1,172178H,Sage N Sour,RND|Hash,,,,91,91,1.00,90.90,0.091,,
115,E1,173H,Sage N Sour,Hash 3.0,1,19,1,,19,3.00,57.00,0.057,,
115,E1,173H,Sage N Sour,RND|Hash,,,,30,30,1.00,30.40,0.030,,
115,E1,203H,Sage N Sour,Hash 3.0,1,2,1,,2,3.00,6.00,0.006,,
115,E1,203H,Sage N Sour,RND|Hash,,,,27,27,1.00,27.10,0.027,,
115,E1,207H,Sage N Sour,Hash 3.0,1,1,1,,1,3.00,3.00,0.003,,
115,E1,207H,Sage N Sour,RND|Hash,,,,39,39,1.00,38.50,0.039,,
115,E1,209H,Sage N Sour,Hash 3.0,1,9,1,,9,3.00,27.00,0.027,,
115,E1,209H,Sage N Sour,RND|Hash,,,,79,79,1.00,79.30,0.079,,
115,E1,211H,Sage N Sour,Hash 3.0,1,24,1,,24,3.00,72.00,0.072,,
115,E1,211H,Sage N Sour,RND|Hash,,,,66,66,1.00,66.00,0.066,,
115,E1,215217H,Sage N Sour,RND|Hash,,,,536,536,1.00,536.00,0.536,,
115,E1,217232H,Sage N Sour,Hash 3.0,1,5,1,,5,3.00,15.00,0.015,,
115,E1,217232H,Sage N Sour,RND|Hash,,,,45,45,1.00,44.50,0.045,,
115,E1,235237H,Sage N Sour,Hash 3.0,1,6,1,,6,3.00,18.00,0.018,,
115,E1,235237H,Sage N Sour,RND|Hash,,,,146,146,1.00,146.00,0.146,,
115,E1,243241H,Sage N Sour,RND|Hash,,,,66,66,1.00,65.76,0.066,,
115,E1,247239H,Sage N Sour,Hash 3.0,1,3,1,,3,3.00,9.00,0.009,,
115,E1,247239H,Sage N Sour,RND|Hash,,,,72,72,1.00,72.00,0.072,,
115,E1,249H,Sage N Sour,RND|Hash,,,,20,20,1.00,19.52,0.020,,
115,E1,272259H,Sage N Sour,RND|Hash,,,,46,46,1.00,46.00,0.046,,
115,E1,277H,Sage N Sour,Hash 3.0,1,72,1,,72,3.00,216.00,0.216,,
115,E1,277H,Sage N Sour,Hash 3.0,1,1,1,,1,3.00,3.00,0.003,,
115,E1,277H,Sage N Sour,RND|Hash,,,,34,34,1.00,34.00,0.034,,
115,E1,277H2,Sage N Sour,Hash 3.0,1,1,1,,1,3.00,3.00,0.003,,
115,E1,277H2,Sage N Sour,Hash 3.0,1,1,1,,1,3.00,3.00,0.003,,
115,E1,277H2,Sage N Sour,RND|Hash,,,,57,57,1.00,57.00,0.057,,
115,E1,281266H,Sage N Sour,Hash 3.0,1,2,1,,2,3.00,6.00,0.006,,
115,E1,281266H,Sage N Sour,RND|Hash,,,,48,48,1.00,48.00,0.048,,
115,E1,303H,Sage N Sour,Hash 3.0,1,1,1,,1,3.00,3.00,0.003,,
115,E1,303H,Sage N Sour,RND|Hash,,,,64,64,1.00,64.00,0.064,,
115,E1,334244H,Sage N Sour,RND|Hash,,,,32,32,1.00,32.16,0.032,,
115,E1,343H,Sage N Sour,RND|Hash,,,,58,58,1.00,57.76,0.058,,
115,E1,372H,Sage N Sour,RND|Hash,,,,17,17,1.00,17.00,0.017,,
115,E1,384H,Sage N Sour,RND|Hash,,,,18,18,1.00,18.00,0.018,,
115,E1,387365H,Sage N Sour,RND|Hash,,,,22,22,1.00,22.00,0.022,,
115,E1,INCONNU,Sage N Sour,RND|Prérouler 0.6,,,,25,25,0.60,15.00,0.015,,
115,E1,INCONNU,Sage N Sour,Bubble Hash,,,,2149,"2,149",1.00,"2,149.00",2.149,,
115,E1,M0014,Sage N Sour,RND|Prérouler 0.6,,,,14,14,0.60,8.40,0.008,,
115,E1,ON2210H,Sage N Sour,Hash 3.0,1,4,1,,4,3.00,12.00,0.012,,
115,E1,ON2210H,Sage N Sour,RND|Hash,,,,67,67,1.00,66.80,0.067,,
115,E1,MIX-NUANCE-RETOUR,Sage N Sour,Shred,,,,34357,"34,357",1.00,"34,357.19",34.357,,Retail
115,E1,ORNA-02,Sage N Sour,Shred,,,,44529,"44,529",1.00,"44,528.50",44.529,,Retail
115,E1,SNSORNA-01,Sage N Sour,Shred,,,,5883,"5,883",1.00,"5,883.30",5.883,,Retail
115,E2,105985,RND|MIXRETAIL,Large Flower,,,,154646,"154,646",1.00,"154,646.20",154.646,,Wholesale
115,E2,RETOUR_SQDC_202404,Sage N Sour,Pouches 3.5,1,122,1,,122,3.50,427.00,0.427,,
115,E2,RETOUR_SQDC_202404,Medellin,Pouches 3.5,1,10,1,,10,3.50,35.00,0.035,,
115,E2,RETOUR_SQDC_202404,Gas Paradise,Pouches 3.5,1,63,1,,63,3.50,220.50,0.221,,
115,E2,RETOUR_SQDC_202404,Sage N Sour,Pouches 15.0,1,22,1,,22,15.00,330.00,0.330,,
115,E2,RETOUR_SQDC_202404,Gas Paradise,Pouches 15.0,1,3,1,,3,15.00,45.00,0.045,,
115,E2,RETOUR_SQDC_202404,Cherry Noir,Pouches 15.0,1,9,1,,9,15.00,135.00,0.135,,
115,E2,RETOUR_SQDC_202404,Blue Chem,Jars 3.5,1,15,1,,15,3.50,52.50,0.053,,
115,E2,RETOUR_SQDC_202404,Purple Chitral,Jars 3.5,1,2,1,,2,3.50,7.00,0.007,,
115,E2,RETOUR_SQDC_202404,Mandarin,Jars 3.5,1,3,1,,3,3.50,10.50,0.011,,
115,E2,RETOUR_SQDC_202404,Mandarin,Prérouler 0.6,1,8,3,,24,0.60,14.40,0.014,,
115,E2,RETOUR_SQDC_202404,Blue Chem,Prérouler 0.35,1,4,3,,12,0.35,4.20,0.004,,
115,E2,RETOUR_SQDC_202404,Sage N Sour,Hash 3.0,1,29,1,,29,3.00,87.00,0.087,,
115,E2,RETOUR_SQDC_202404,Cherry Noir/Mandarin,Hash 2.0,1,2,1,,2,2.00,4.00,0.004,,
115,E2,RETOUR_SQDC_202404,Cherry Noir/Mandarin,Hash 1.0,1,11,1,,11,1.00,11.00,0.011,,
115,E2,RETOUR_SQDC_202404,Sage N Sour,Prérouler 0.6,1,80,6,,480,0.60,288.00,0.288,,
115,E2,RETOUR_SQDC_202404,Medellin,Prérouler 0.35,1,2,10,,20,0.35,7.00,0.007,,
115,E2,RETOUR_SQDC_202405,Mandarin,Prérouler 0.6,1,1519,3,,"4,557",0.60,"2,734.20",2.734,,
115,E2,RETOUR_SQDC_202405,Blue Chem,Prérouler 0.35,1,874,3,,"2,622",0.35,917.70,0.918,,
115,E2,RETOUR_SQDC_202405,Medellin,Pouches 15.0,1,30,1,,30,15.00,450.00,0.450,,
115,E2,105985,RND|MIXRETAIL,Shake,,,,37512,"37,512",1.00,"37,512.40",37.512,,Wholesale
115,E2,105985,RND|MIXRETAIL,Shred,,,,10140,"10,140",1.00,"10,140.30",10.140,,Wholesale
115,F1,245,Sage N Sour,Large Flower,,,,3162,"3,162",1.00,"3,161.80",3.162,32.14%,Wholesale
115,F1,372,Chemdawg,Popcorn,23,1000,1,948,"23,948",1.00,"23,948.10",23.948,27.22%,Wholesale
115,F1,399,Chemdawg,Popcorn,16,1000,1,529,"16,529",1.00,"16,528.90",16.529,29.68%,Retail
115,F1,428,Chemdawg,Popcorn,15,1000,1,1216,"16,216",1.00,"16,215.50",16.216,26.21%,Retail
115,F1,245,Sage N Sour,Popcorn/Shake,,,,10459,"10,459",1.00,"10,459.40",10.459,32.14%,Retail
115,F1,249,Sage N Sour,Popcorn/Shake,,,,9296,"9,296",1.00,"9,296.00",9.296,30.95%,Retail
115,F1,372,Sage N Sour,Popcorn/Shake,,,,13385,"13,385",1.00,"13,385.00",13.385,27.22%,Retail
115,F1,384,Sage N Sour,Popcorn/Shake,,,,22646,"22,646",1.00,"22,646.40",22.646,28.75%,Retail
115,F1,387,Sage N Sour,Popcorn/Shake,,,,19230,"19,230",1.00,"19,230.00",19.230,26.97%,Retail
115,F1,395,Sage N Sour,Popcorn/Shake,,,,33840,"33,840",1.00,"33,840.00",33.840,27.69%,Retail
115,F1,399,Sage N Sour,Popcorn/Shake,,,,13127,"13,127",1.00,"13,126.90",13.127,29.68%,Retail
115,F1,401,Sage N Sour,Popcorn/Shake,,,,15848,"15,848",1.00,"15,848.10",15.848,29.68%,Retail
115,F1,96328,London Cake,QA|Large Flower,,,,20599,"20,599",1.00,"20,599.10",20.599,,Retail
115,F2,420,Chemdawg,Large Flower,2,1000,1,186,"2,186",1.00,"2,185.90",2.186,26.97%,Wholesale
115,F2,269,Blue Chem,Popcorn,,,,6097,"6,097",1.00,"6,097.00",6.097,27.25%,Wholesale
115,F2,368,Blueberry Kush,Popcorn,,,,2556,"2,556",1.00,"2,556.30",2.556,22.15%,Wholesale
115,F2,420,Chemdawg,Popcorn,9,1000,1,797,"9,797",1.00,"9,796.80",9.797,26.97%,Wholesale
115,F2,336,Gas Paradise,Popcorn,8,1000,1,837,"8,837",1.00,"8,837.40",8.837,22.96%,Wholesale
115,F2,420,Chemdawg,Popcorn/Shake,,,,884,884,1.00,883.70,0.884,26.97%,Wholesale
115,F2,AM31LA,Animal Mints,Large Flower,,,,54591,"54,591",1.00,"54,591.00",54.591,,Retail
115,F2,336,Gas Paradise,Large Flower,21,1000,1,753,"21,753",1.00,"21,752.50",21.753,22.96%,Retail
115,F2,106117,ICC Sorbet,Large Flower,,,,6605,"6,605",1.00,"6,604.90",6.605,,Retail
115,F2,420,Chemdawg,RND|Popcorn/Shake,,,,169,169,1.00,168.70,0.169,26.97%,
115,F2,336,Gas Paradise,Shake,12,1500,1,108,"18,108",1.00,"18,108.10",18.108,22.96%,Wholesale
115,G1,MC280823V3,Molten Core,Large Flower,,,,33460,"33,460",1.00,"33,460.00",33.460,,Retail
115,G1,305,Cherry Noir,Shred,6,1500,1,1110,"10,110",1.00,"10,110.00",10.110,21.68%,Retail
115,G1,342,Cherry Noir,Shred,,,,1700,"1,700",1.00,"1,700.00",1.700,21.84%,Retail
115,G1,383,Cherry Noir,Shred,21,1500,1,1020,"32,520",1.00,"32,519.70",32.520,20.44%,Retail
115,G1,288,Cherry Noir,Shake,18,1500,1,,"27,000",1.00,"27,000.00",27.000,22.23%,Wholesale
115,G2,283,Blue Chem,Popcorn,5,1000,1,136,"5,136",1.00,"5,136.30",5.136,29.08%,Wholesale
115,G2,396,Chemdawg,Popcorn,36,1000,1,505,"36,505",1.00,"36,505.10",36.505,28.46%,Retail
115,G2,301,Gas Paradise,Popcorn,9,1000,1,597,"9,597",1.00,"9,596.90",9.597,26.33%,Wholesale
115,G2,432,Chemdawg,Popcorn/Shake,,,,12425,"12,425",1.00,"12,425.30",12.425,29.68%,Wholesale
115,G2,432,Chemdawg,RND|Popcorn/Shake,,,,140,140,1.00,140.40,0.140,29.68%,
115,G2,270,Medellin,Popcorn,7,1000,1,286,"7,286",1.00,"7,286.10",7.286,28.18%,Retail
115,G2,283,Blue Chem,Shake,16,1500,1,1477,"25,477",1.00,"25,477.00",25.477,29.08%,Retail
