RM#,Location,Lot #,Product Name,Nature of Product,# of boxes,Packages / Box,Units / Package,Units,Total (un),Label grams,Total (g),Total (KG)
115,E1,155181H,Sage N Sour,Hash 3.0,1,26,1,,26,3,78,0.078
115,E1,155181H,Sage N Sour,RND|Hash,,,,31,31,1,30.62,0.031
115,E1,172178H,Sage N Sour,Hash 3.0,1,2,1,,2,3,6,0.006
115,E1,172178H,Sage N Sour,RND|Hash,,,,91,91,1,90.9,0.091
115,E1,173H,Sage N Sour,Hash 3.0,1,19,1,,19,3,57,0.057
115,E1,173H,Sage N Sour,RND|Hash,,,,30,30,1,30.4,0.03
115,E1,233C,Mandarin,Jars 3.5,1,47,1,,47,3.5,164.5,0.165
115,E1,203H,Sage N Sour,Hash 3.0,1,2,1,,2,3,6,0.006
115,E1,203H,Sage N Sour,RND|Hash,,,,27,27,1,27.1,0.027
115,E1,207H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,E1,207H,Sage N Sour,RND|Hash,,,,39,39,1,38.5,0.039
115,E1,209H,Sage N Sour,Hash 3.0,1,9,1,,9,3,27,0.027
115,E1,209H,Sage N Sour,RND|Hash,,,,79,79,1,79.3,0.079
115,E1,211H,Sage N Sour,Hash 3.0,1,24,1,,24,3,72,0.072
115,E1,211H,Sage N Sour,RND|Hash,,,,66,71,1,70.5,0.071
115,E1,215217H,Sage N Sour,RND|Hash,,,,536,536,1,536,0.536
115,E1,217232H,Sage N Sour,Hash 3.0,1,5,1,,5,3,15,0.015
115,E1,217232H,Sage N Sour,RND|Hash,,,,45,45,1,44.5,0.045
115,E1,235237H,Sage N Sour,Hash 3.0,1,6,1,,6,3,18,0.018
115,E1,235237H,Sage N Sour,RND|Hash,,,,146,146,1,146,0.146
115,E1,243241H,Sage N Sour,RND|Hash,,,,66,66,1,65.76,0.066
115,E1,247239H,Sage N Sour,Hash 3.0,1,3,1,,3,3,9,0.009
115,E1,247239H,Sage N Sour,RND|Hash,,,,72,72,1,72,0.072
115,E1,249H,Sage N Sour,RND|Hash,,,,20,20,1,19.52,0.02
115,E1,272259H,Sage N Sour,RND|Hash,,,,46,46,1,46,0.046
115,E1,277H,Sage N Sour,Hash 3.0,1,72,1,,72,3,216,0.216
115,E1,277H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,E1,277H,Sage N Sour,RND|Hash,,,,34,37,1,37,0.037
115,E1,277H2,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,E1,277H2,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,E1,277H2,Sage N Sour,RND|Hash,,,,57,57,1,57,0.057
115,E1,281266H,Sage N Sour,Hash 3.0,1,2,1,,2,3,6,0.006
115,E1,281266H,Sage N Sour,RND|Hash,,,,48,48,1,48,0.048
115,E1,384H,Sage N Sour,RND|Hash,,,,18,18,1,18,0.018
115,E1,303H,Sage N Sour,Hash 3.0,1,1,1,,1,3,3,0.003
115,E1,303H,Sage N Sour,RND|Hash,,,,64,64,1,64,0.064
115,E1,334244H,Sage N Sour,RND|Hash,,,,32,32,1,32.16,0.032
115,E1,343H,Sage N Sour,RND|Hash,,,,58,58,1,57.76,0.058
115,E1,MIX-NUANCE-RETOUR,Sage N Sour,Shred,,,,34357,"34,357",1,"34,357.19",34.357
115,E1,372H,Sage N Sour,RND|Hash,,,,17,17,1,17,0.017
115,E1,387365H,Sage N Sour,RND|Hash,,,,22,22,1,22,0.022
115,E1,ORNA-02,Sage N Sour,Shred,,,,44616,"44,616",1,"44,616.00",44.616
115,E1,SNSORNA-01,Sage N Sour,Shred,,,,5940,"5,940",1,"5,940.30",5.94
115,E1,INCONNU,Sage N Sour,Bubble Hash,,,,2149,"2,149",1,"2,149.00",2.149
115,E1,ON2210H,Sage N Sour,Hash 3.0,1,4,1,,4,3,12,0.012
115,E1,ON2210H,Sage N Sour,RND|Hash,,,,67,67,1,66.8,0.067
115,E2,RETOUR_SQDC_202404,Mixed,Hash 1.0,1,11,1,,11,1,11,0.011
115,E2,RETOUR_SQDC_202404,Mixed,Hash 2.0,1,2,1,,2,2,4,0.004
115,E2,RETOUR_SQDC_202404,Mixed,Hash 3.0,1,29,1,,29,3,87,0.087
115,E2,105985,RND,QA|Large Flower,,,,154646,"154,646",1,"154,646.20",154.646
115,E2,RETOUR_SQDC_202404,Mixed,Jars 3.5,1,20,1,,20,3.5,70,0.07
115,E2,RETOUR_SQDC_202404,Mixed,Pouches 15.0,1,34,1,,34,15,510,0.51
115,E2,RETOUR_SQDC_202404,Mixed,Pouches 3.5,1,218,1,,218,3.5,763,0.763
115,E2,RETOUR_SQDC_202404,Mixed,Prérouler 0.35,1,12,3,,36,0.35,12.6,0.013
115,E2,RETOUR_SQDC_202404,Mixed,Prérouler 0.6,1,47,6,,282,0.6,169.2,0.169
115,F1,372,Sage N Sour,Popcorn,,,,23948,"23,948",1,"23,948.10",23.948
115,F1,399,Chemdawg,Popcorn,,,,16529,"16,529",1,"16,528.90",16.529
115,F1,428,Chemdawg,Popcorn,,,,16216,"16,216",1,"16,215.50",16.216
115,F1,428,Chemdawg,Large Flower,,,,85016,"85,016",1,"85,016.10",85.016
115,F2,269,Blue Chemo,Popcorn,,,,6097,"6,097",1,"6,097.00",6.097
115,F2,269,Blue Chemo,Popcorn/Shake,,,,4937,"4,937",1,"4,937.00",4.937
115,F2,336,Gas Paradise,Large Flower,,,,21752,"21,752",1,"21,752.20",21.752
115,F2,336,Gas Paradise,Popcorn,,,,8838,"8,838",1,"8,837.90",8.838
115,F2,336,Gas Paradise,Shake,,,,18108,"18,108",1,"18,108.10",18.108
115,F2,420,Chemdawg,Large Flower,,,,51303,"51,303",1,"51,302.50",51.303
115,F2,420,Chemdawg,Popcorn,,,,9797,"9,797",1,"9,796.80",9.797
115,G1,288,Cherry Noir,Shake,,,,36000,"36,000",1,"36,000.00",36
115,G1,305,Cherry Noir,Shake,,,,10110,"10,110",1,"10,110.00",10.11
115,G1,317,Chemdawg,Large Flower,,,,4410,"4,410",1,"4,410.30",4.41
115,G1,317,Chemdawg,Shake,,,,1415,"1,415",1,"1,414.70",1.415
115,G1,317,Chemdawg,Popcorn,,,,955,955,1,954.7,0.955
115,G1,432,Chemdawg,Large Flower,,,,12000,"12,000",1,"12,000.00",12
115,G1,106117,ICC Sorbet,QA|Large Flower,,,,12011,"12,011",1,"12,011.20",12.011
115,G1,383NP,Cherry Noir,Shred,,,,42000,"42,000",1,"42,000.00",42
115,G1,SSW23V3,Molten Core,QA|Large Flower,,,,33460,"33,460",1,"33,460.00",33.46
115,G2,270,Medellin,Popcorn,,,,7286,"7,286",1,"7,286.10",7.286
115,G2,283,Blue Chemo,Popcorn,,,,5136,"5,136",1,"5,136.30",5.136
115,G2,283,Blue Chemo,Shake,,,,25477,"25,477",1,"25,477.00",25.477
115,G2,301,Gas Paradise,Popcorn,,,,9597,"9,597",1,"9,596.90",9.597
115,G2,301,Gas Paradise,Shake,,,,21678,"21,678",1,"21,678.20",21.678
115,G2,368,Blueberry Kush,Shake,,,,10151,"10,151",1,"10,151.00",10.151
115,G2,396,Chemdawg,Popcorn,,,,36505,"36,505",1,"36,505.10",36.505
115,G2,432,Chemdawg,Popcorn/Shake,,,,3862,"3,862",1,"3,861.80",3.862
115,PALETTE_QA,96328,London Cake,QA|Large Flower,,,,20599,"20,599",1,"20,599.10",20.599
115,PALETTE_QA,AM31LA,Animal Mints,QA|Large Flower,,,,54591,"54,591",1,"54,591.00",54.591
115,PALETTE_QA,RETOUR_SQDC_202405,Mixed,Prérouler 0.6,1,1519,3,,"4,557",0.6,"2,734.20",2.734
115,PALETTE_QA,RETOUR_SQDC_202405,Mixed,Prérouler 0.35,1,874,3,,"2,622",0.35,917.7,0.918
115,PALETTE_QA,RETOUR_SQDC_202405,Mixed,Pouches 15.0,1,30,1,,30,15,450,0.45
115,PALETTE_QA,SL06,Slurricane #7,QA|Large Flower,,,,19489,"19,489",1,"19,489.10",19.489
115,RACK,11,Sage N Sour,Prérouler 0.6,1,240,6,,"1,440",0.6,864,0.864
115,RACK,11,Sage N Sour,Prérouler 0.6,1,3,6,,18,0.6,10.8,0.011
115,RACK,11,Sage N Sour,RND|Prérouler 0.6,,,,3752,"3,752",0.6,"2,251.20",2.251
115,RACK,12,Sage N Sour,Prérouler 0.6,1,62,6,,372,0.6,223.2,0.223
115,RACK,12,Sage N Sour,RND|Prérouler 0.6,,,,850,850,0.6,510,0.51
115,RACK,13,Sage N Sour,Prérouler 0.6,1,114,6,,684,0.6,410.4,0.41
115,RACK,13,Sage N Sour,RND|Prérouler 0.6,,,,8,8,0.6,4.8,0.005
115,RACK,98,Mandarin,RND|Prérouler 0.6,,,,605,605,0.6,363,0.363
115,RACK,101,Sage N Sour,RND|Prérouler 0.6,,,,378,378,0.6,226.8,0.227
115,RACK,112,Sage N Sour,Prérouler 0.6,1,34,6,,204,0.6,122.4,0.122
115,RACK,112,Sage N Sour,RND|Prérouler 0.6,,,,48,48,0.6,28.8,0.029
115,RACK,114,Sage N Sour,RND|Shake,,,,3120,"3,120",1,"3,119.60",3.12
115,RACK,115,Mandarin,RND|Prérouler 0.6,,,,102,102,0.6,61.2,0.061
115,RACK,122,Sage N Sour,Prérouler 0.6,1,13,6,,78,0.6,46.8,0.047
115,RACK,125,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.6,28.8,0.029
115,RACK,127,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.6,28.8,0.029
115,RACK,127,Sage N Sour,RND|Prérouler 0.6,,,,410,410,0.6,246,0.246
115,RACK,129,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.6,1.2,0.001
115,RACK,132,Sage N Sour,Prérouler 0.6,1,45,6,,270,0.6,162,0.162
115,RACK,132,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.6,1.2,0.001
115,RACK,140,Sage N Sour,Prérouler 0.6,1,33,6,,198,0.6,118.8,0.119
115,RACK,140,Sage N Sour,RND|Prérouler 0.6,,,,82,82,0.6,49.2,0.049
115,RACK,141,Sage N Sour,RND|Shake,,,,2583,"2,583",1,"2,583.20",2.583
115,RACK,143,Sage N Sour,RND|Shake,,,,3539,"3,539",1,"3,539.10",3.539
115,RACK,149,Origine Kush,RND|Shake,,,,3081,"3,081",1,"3,080.60",3.081
115,RACK,150,Sage N Sour,Prérouler 0.6,1,21,6,,126,0.6,75.6,0.076
115,RACK,153,Sage N Sour,Prérouler 0.6,1,44,6,,264,0.6,158.4,0.158
115,RACK,153,Sage N Sour,RND|Prérouler 0.6,,,,60,60,0.6,36,0.036
115,RACK,154,Sage N Sour,Prérouler 0.6,1,41,6,,246,0.6,147.6,0.148
115,RACK,154,Sage N Sour,RND|Prérouler 0.6,,,,20,20,0.6,12,0.012
115,RACK,155,Sage N Sour,Prérouler 0.6,1,33,6,,198,0.6,118.8,0.119
115,RACK,155,Sage N Sour,RND|Prérouler 0.6,,,,2,2,0.6,1.2,0.001
115,RACK,158,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.6,3.6,0.004
115,RACK,158,Sage N Sour,RND|Prérouler 0.6,,,,167,167,0.6,100.2,0.1
115,RACK,159,Cherry Noir,Pouches 15.0,1,1,1,,1,15,15,0.015
115,RACK,160,Sage N Sour,Prérouler 0.6,1,51,6,,306,0.6,183.6,0.184
115,RACK,160,Sage N Sour,RND|Prérouler 0.6,,,,57,57,0.6,34.2,0.034
115,RACK,171,Sage N Sour,Prérouler 0.6,1,17,6,,102,0.6,61.2,0.061
115,RACK,172,Sage N Sour,Prérouler 0.6,1,37,6,,222,0.6,133.2,0.133
115,RACK,172,Sage N Sour,RND|Prérouler 0.6,,,,37,37,0.6,22.2,0.022
115,RACK,173,Sage N Sour,Prérouler 0.6,1,44,6,,264,0.6,158.4,0.158
115,RACK,173,Sage N Sour,RND|Prérouler 0.6,,,,236,236,0.6,141.6,0.142
115,RACK,178,Sage N Sour,Prérouler 0.6,1,8,6,,48,0.6,28.8,0.029
115,RACK,178,Sage N Sour,RND|Prérouler 0.6,,,,76,76,0.6,45.6,0.046
115,RACK,179,Mandarin,RND|Prérouler 0.6,,,,4,4,0.6,2.4,0.002
115,RACK,180,Sage N Sour,Prérouler 0.6,1,7,6,,42,0.6,25.2,0.025
115,RACK,180,Sage N Sour,RND|Prérouler 0.6,,,,4,4,0.6,2.4,0.002
115,RACK,181,Sage N Sour,Prérouler 0.6,1,13,6,,78,0.6,46.8,0.047
115,RACK,181,Sage N Sour,RND|Prérouler 0.6,,,,105,105,0.6,63,0.063
115,RACK,185,Mandarin,RND|Prérouler 0.6,,,,317,317,0.6,190.2,0.19
115,RACK,197,Sage N Sour,RND|Prérouler 0.6,,,,368,368,0.6,220.8,0.221
115,RACK,203,Sage N Sour,Prérouler 0.6,1,32,6,,192,0.6,115.2,0.115
115,RACK,203,Sage N Sour,RND|Prérouler 0.6,,,,36,36,0.6,21.6,0.022
115,RACK,204,Blue Chemo,Prérouler 0.35,1,25,3,,75,0.35,26.25,0.026
115,RACK,204,Blue Chemo,RND|Shake,,,,1233,"1,233",1,"1,233.10",1.233
115,RACK,204,Blue Chemo,RND|Prérouler 0.35,,,,1768,"1,768",0.35,618.8,0.619
115,RACK,207,Sage N Sour,RND|Prérouler 0.6,,,,8,8,0.6,4.8,0.005
115,RACK,209,Sage N Sour,Prérouler 0.6,1,29,6,,174,0.6,104.4,0.104
115,RACK,209,Sage N Sour,Prérouler 1.0,1,299,1,,299,1,299,0.299
115,RACK,209,Sage N Sour,RND|Prérouler 0.6,,,,22,22,0.6,13.2,0.013
115,RACK,211,Sage N Sour,Prérouler 0.6,1,9,6,,54,0.6,32.4,0.032
115,RACK,211,Sage N Sour,RND|Prérouler 0.6,,,,284,284,0.6,170.4,0.17
115,RACK,212,Blue Chemo,Shake,,,,1432,"1,432",1,"1,432.40",1.432
115,RACK,212,Blue Chemo,Prérouler 0.35,1,6,3,,18,0.35,6.3,0.006
115,RACK,212,Blue Chemo,RND|Prérouler 0.35,,,,390,390,0.35,136.5,0.137
115,RACK,215,Sage N Sour,Prérouler 0.6,1,3,6,,18,0.6,10.8,0.011
115,RACK,215,Sage N Sour,RND|Prérouler 0.6,,,,790,790,0.6,474,0.474
115,RACK,217,Sage N Sour,RND|Prérouler 0.6,,,,298,298,0.6,178.8,0.179
115,RACK,232,Sage N Sour,Prérouler 0.6,1,22,6,,132,0.6,79.2,0.079
115,RACK,232,Sage N Sour,RND|Prérouler 0.6,,,,17,17,0.6,10.2,0.01
115,RACK,235,Sage N Sour,RND|Prérouler 0.6,,,,518,518,0.6,310.8,0.311
115,RACK,237,Sage N Sour,RND|Prérouler 0.6,,,,281,281,0.6,168.6,0.169
115,RACK,239,Sage N Sour,RND|Prérouler 0.6,,,,46,46,0.6,27.6,0.028
115,RACK,241,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.6,3.6,0.004
115,RACK,241,Sage N Sour,RND|Prérouler 0.6,,,,38,38,0.6,22.8,0.023
115,RACK,242,Blue Chemo,Prérouler 0.35,1,3,3,,9,0.35,3.15,0.003
115,RACK,242,Blue Chemo,RND|Prérouler 0.35,,,,241,241,0.35,84.35,0.084
115,RACK,247,Sage N Sour,Prérouler 0.6,1,2,6,,12,0.6,7.2,0.007
115,RACK,247,Sage N Sour,RND|Prérouler 0.6,,,,530,530,0.6,318,0.318
115,RACK,248,Medellin,RND|Prérouler 0.35,,,,1834,"1,834",0.35,641.9,0.642
115,RACK,249,Sage N Sour,RND|Prérouler 0.6,,,,1009,"1,009",0.6,605.4,0.605
115,RACK,259,Sage N Sour,RND|Prérouler 0.6,,,,500,500,0.6,300,0.3
115,RACK,266,Sage N Sour,RND|Prérouler 0.6,,,,651,651,0.6,390.6,0.391
115,RACK,272,Sage N Sour,Prérouler 0.6,1,1,6,,6,0.6,3.6,0.004
115,RACK,272,Sage N Sour,RND|Prérouler 0.6,,,,1369,"1,369",0.6,821.4,0.821
115,RACK,275,Medellin,Shake,,,,3652,"3,652",1,"3,652.00",3.652
115,RACK,275,Medellin,RND|Prérouler 0.35,,,,328,328,0.35,114.8,0.115
115,RACK,277,Sage N Sour,RND|Prérouler 0.6,,,,229,229,0.6,137.4,0.137
115,RACK,281,Sage N Sour,RND|Prérouler 0.6,,,,1289,"1,289",0.6,773.4,0.773
115,RACK,284,Sage N Sour,RND|Prérouler 0.6,,,,2889,"2,889",0.6,"1,733.40",1.733
115,RACK,303,Sage N Sour,RND|Prérouler 0.6,,,,237,237,0.6,142.2,0.142
115,RACK,334,Sage N Sour,RND|Shred,,,,974,974,1,974,0.974
115,RACK,334,Sage N Sour,RND|Prérouler 0.6,,,,600,600,0.6,360,0.36
115,RACK,210208,Cherry Noir/Mandarin,Prérouler 1.0,1,132,2,,264,1,264,0.264
115,RACK,210208,Cherry Noir/Mandarin,RND|Prérouler 1.0,,,,2,2,1,2,0.002
115,RACK,243154,Sage N Sour,RND|Prérouler 0.6,,,,182,182,0.6,109.2,0.109
115,RACK,1002421,Medellin,RND|Shred,,,,998,998,1,997.67,0.998
115,RACK,143PR,Sage N Sour,Prérouler 0.6,1,458,1,,458,0.6,274.8,0.275
115,RACK,151-152,Sage N Sour,Prérouler 0.6,1,48,6,,288,0.6,172.8,0.173
115,RACK,151-152,Sage N Sour,RND|Prérouler 0.6,,,,379,379,0.6,227.4,0.227
115,RACK,151-152,Sage N Sour,RND|Prérouler 0.6,,,,154,154,0.6,92.4,0.092
115,RACK,185PR,Mandarin,RND|Prérouler 0.6,,,,148,148,0.6,88.8,0.089
115,RACK,204PR,Blue Chemo,RND|Prérouler 0.35,,,,2645,"2,645",0.35,925.75,0.926
115,RACK,210208B,Cherry Noir/Mandarin,RND|Prérouler 1.0,,,,3810,"3,810",1,"3,810.00",3.81
115,RACK,23FLH01,Sage N Sour,Shake,,,,1567,"1,567",1,"1,567.00",1.567
115,RACK,AC1,Stargazer,Shake,,,,107,107,1,107.1,0.107
115,RACK,AF2401,Apple Fritter,Shake,,,,3019,"3,019",1,"3,019.00",3.019
115,RACK,AF2402,Apple Fritter,Shake,,,,5383,"5,383",1,"5,383.00",5.383
115,RACK,FP1,Larry OG,RND|Shake,,,,8517,"8,517",1,"8,517.10",8.517
115,RACK,INCONNU,Sage N Sour,RND|Prérouler 0.6,,,,25,25,0.6,15,0.015
115,RACK,LOT420,Origine Nature,Shake,,,,138,138,1,138,0.138
115,RACK,M0014,Sage N Sour,RND|Prérouler 0.6,,,,14,14,0.6,8.4,0.008
115,RACK,MAC91,Alien Cookies,RND|Shake,,,,38,38,1,37.8,0.038
115,RACK,MAC97,Alien Cookies,RND|Popcorn/shake,,,,40,40,1,40,0.04
115,RACK,MIXED,Cherry Noir,RND|Shred,,,,1039,"1,039",1,"1,038.70",1.039
115,RACK,MIXED,Mandarin,RND|Shred,,,,2673,"2,673",1,"2,672.70",2.673
115,RACK,MIXED,Sage N Sour,RND|Shred,,,,1413,"1,413",1,"1,412.60",1.413
115,RACK,MIXED,RND,RND|Shake,,,,2080,"2,080",1,"2,080.30",2.08
115,RACK,MIXED,Sage N Sour,RND|Shake,,,,903,903,1,903,0.903
115,RACK,NP342,Cherry Noir,Shred,,,,139,139,1,139,0.139
115,RACK,NP370,Cherry Noir,Shred,,,,82,82,1,82,0.082
